state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,payment_amount,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_gap_score,access_risk
ACT,9 to 14,Global developmental delay,Unknown,8,0,50,1.0,0.0,8.0,50,0.0,0.6941001697792869,High Risk
ACT,9 to 14,Hearing Impairment,Unknown,8,0,50,20.0,0.0,0.4,50,0.0,0.5067275042444821,Medium Risk
ACT,9 to 14,Intellectual Disability,Unknown,8,0,50,88.0,0.0,0.09090909090909091,50,0.0,0.38028438030560274,Low Risk
ACT,9 to 14,Other,Unknown,8,0,50,1.0,0.0,8.0,50,0.0,0.6941001697792869,High Risk
ACT,9 to 14,Other Neurological,Unknown,8,0,50,12.0,0.0,0.6666666666666666,50,0.0,0.5460738539898132,Medium Risk
ACT,9 to 14,Other Physical,Unknown,8,0,50,8.0,0.0,1.0,50,0.0,0.5749151103565365,Medium Risk
ACT,9 to 14,Other Sensory/Speech,Unknown,6,0,50,1.0,0.0,6.0,50,0.0,0.671943972835314,High Risk
ACT,9 to 14,Psychosocial disability,Unknown,6,0,50,1.0,0.0,6.0,50,0.0,0.671943972835314,High Risk
ACT,9 to 14,Visual Impairment,Unknown,8,0,50,4.0,0.0,2.0,50,0.0,0.622474533106961,High Risk
NSW,0 to 8,ABI,Unknown,59,0,50,24.0,0.0,2.4583333333333335,50,0.0,0.6335526315789474,High Risk
NSW,0 to 8,Autism,Unknown,67,0,50,3072.0,0.0,0.021809895833333332,50,0.0,0.29471561969439725,Low Risk
NSW,0 to 8,Cerebral Palsy,Unknown,60,0,50,231.0,0.0,0.2597402597402597,50,0.0,0.4673811544991511,Medium Risk
NSW,0 to 8,Developmental delay,Unknown,64,0,50,1698.0,0.0,0.03769140164899882,50,0.0,0.3187818336162988,Low Risk
NSW,0 to 8,Down Syndrome,Unknown,64,0,50,176.0,0.0,0.36363636363636365,50,0.0,0.4969864176570459,Medium Risk
NSW,0 to 8,DsbltyGrp_Missing,Unknown,49,0,50,46.0,0.0,1.065217391304348,50,0.0,0.5789261460101868,High Risk
NSW,0 to 8,Global developmental delay,Unknown,64,0,50,1302.0,0.0,0.04915514592933948,50,0.0,0.335971986417657,Low Risk
NSW,0 to 8,Hearing Impairment,Unknown,63,0,50,318.0,0.0,0.19811320754716982,50,0.0,0.44522495755517827,Medium Risk
NSW,0 to 8,Intellectual Disability,Unknown,64,0,50,543.0,0.0,0.11786372007366483,50,0.0,0.4001485568760611,Low Risk
NSW,0 to 8,Other,Unknown,63,0,50,68.0,0.0,0.9264705882352942,50,0.0,0.5689940577249576,Medium Risk
NSW,0 to 8,Other Neurological,Unknown,68,0,50,77.0,0.0,0.8831168831168831,50,0.0,0.5663200339558574,Medium Risk
NSW,0 to 8,Other Physical,Unknown,59,0,50,34.0,0.0,1.7352941176470589,50,0.0,0.6129244482173175,High Risk
NSW,0 to 8,Other Sensory/Speech,Unknown,42,0,50,16.0,0.0,2.625,50,0.0,0.636990662139219,High Risk
NSW,0 to 8,Psychosocial disability,Unknown,12,0,50,1.0,0.0,12.0,50,0.0,0.7089983022071308,High Risk
NSW,0 to 8,Spinal Cord Injury,Unknown,31,0,50,1.0,0.0,31.0,50,0.0,0.7244694397283531,High Risk
NSW,0 to 8,Stroke,Unknown,30,0,50,4.0,0.0,7.5,50,0.0,0.6864601018675722,High Risk
NSW,0 to 8,Visual Impairment,Unknown,58,0,50,33.0,0.0,1.7575757575757576,50,0.0,0.6140704584040747,High Risk
NSW,15 to 18,ABI,Unknown,63,0,50,230.0,0.0,0.27391304347826084,50,0.0,0.47272920203735147,Medium Risk
NSW,15 to 18,Autism,Unknown,67,0,50,5776.0,0.0,0.011599722991689751,50,0.0,0.2798174872665535,Low Risk
NSW,15 to 18,Cerebral Palsy,Unknown,64,0,50,790.0,0.0,0.0810126582278481,50,0.0,0.37188030560271645,Low Risk
NSW,15 to 18,Developmental delay,Unknown,11,0,50,8.0,0.0,1.375,50,0.0,0.5964983022071307,High Risk
NSW,15 to 18,Down Syndrome,Unknown,60,0,50,264.0,0.0,0.22727272727272727,50,0.0,0.4561120543293718,Medium Risk
NSW,15 to 18,DsbltyGrp_Missing,Unknown,26,0,50,1.0,0.0,26.0,50,0.0,0.723132427843803,High Risk
NSW,15 to 18,Global developmental delay,Unknown,8,0,50,1.0,0.0,8.0,50,0.0,0.6941001697792869,High Risk
NSW,15 to 18,Hearing Impairment,Unknown,61,0,50,215.0,0.0,0.2837209302325581,50,0.0,0.4754032258064516,Medium Risk
NSW,15 to 18,Intellectual Disability,Unknown,66,0,50,3325.0,0.0,0.019849624060150377,50,0.0,0.2920415959252971,Low Risk
NSW,15 to 18,Multiple Sclerosis,Unknown,18,0,50,1.0,0.0,18.0,50,0.0,0.7195033955857386,High Risk
NSW,15 to 18,Other,Unknown,58,0,50,48.0,0.0,1.2083333333333333,50,0.0,0.5873302207130731,High Risk
NSW,15 to 18,Other Neurological,Unknown,63,0,50,360.0,0.0,0.175,50,0.0,0.43300084889643464,Medium Risk
NSW,15 to 18,Other Physical,Unknown,63,0,50,126.0,0.0,0.5,50,0.0,0.5223896434634975,Medium Risk
NSW,15 to 18,Other Sensory/Speech,Unknown,49,0,50,124.0,0.0,0.3951612903225806,50,0.0,0.5051994906621392,Medium Risk
NSW,15 to 18,Psychosocial disability,Unknown,47,0,50,188.0,0.0,0.25,50,0.0,0.4654711375212224,Medium Risk
NSW,15 to 18,Spinal Cord Injury,Unknown,34,0,50,40.0,0.0,0.85,50,0.0,0.5628820033955857,Medium Risk
NSW,15 to 18,Stroke,Unknown,34,0,50,8.0,0.0,4.25,50,0.0,0.6534168081494058,High Risk
NSW,15 to 18,Visual Impairment,Unknown,56,0,50,160.0,0.0,0.35,50,0.0,0.49335738539898133,Medium Risk
NSW,19 to 24,ABI,Unknown,59,0,50,386.0,0.0,0.15284974093264247,50,0.0,0.4200127334465195,Low Risk
NSW,19 to 24,Autism,Unknown,67,0,50,7066.0,0.0,0.009482026606283611,50,0.0,0.27752546689303903,Low Risk
NSW,19 to 24,Cerebral Palsy,Unknown,64,0,50,1192.0,0.0,0.053691275167785234,50,0.0,0.34265704584040746,Low Risk
NSW,19 to 24,Down Syndrome,Unknown,59,0,50,744.0,0.0,0.0793010752688172,50,0.0,0.3692062818336163,Low Risk
NSW,19 to 24,DsbltyGrp_Missing,Unknown,14,0,50,20.0,0.0,0.7,50,0.0,0.5506578947368421,Medium Risk
NSW,19 to 24,Hearing Impairment,Unknown,63,0,50,172.0,0.0,0.36627906976744184,50,0.0,0.4979414261460102,Medium Risk
NSW,19 to 24,Intellectual Disability,Unknown,64,0,50,5797.0,0.0,0.011040193203381059,50,0.0,0.2794354838709677,Low Risk
NSW,19 to 24,Multiple Sclerosis,Unknown,34,0,50,8.0,0.0,4.25,50,0.0,0.6534168081494058,High Risk
NSW,19 to 24,Other,Unknown,60,0,50,120.0,0.0,0.5,50,0.0,0.5223896434634975,Medium Risk
NSW,19 to 24,Other Neurological,Unknown,64,0,50,638.0,0.0,0.10031347962382445,50,0.0,0.38983446519524617,Low Risk
NSW,19 to 24,Other Physical,Unknown,64,0,50,240.0,0.0,0.26666666666666666,50,0.0,0.4708191850594228,Medium Risk
NSW,19 to 24,Other Sensory/Speech,Unknown,42,0,50,58.0,0.0,0.7241379310344828,50,0.0,0.5533319185059422,Medium Risk
NSW,19 to 24,Psychosocial disability,Unknown,59,0,50,1000.0,0.0,0.059,50,0.0,0.34896010186757215,Low Risk
NSW,19 to 24,Spinal Cord Injury,Unknown,59,0,50,96.0,0.0,0.6145833333333334,50,0.0,0.537669779286927,Medium Risk
NSW,19 to 24,Stroke,Unknown,47,0,50,24.0,0.0,1.9583333333333333,50,0.0,0.6184634974533106,High Risk
NSW,19 to 24,Visual Impairment,Unknown,58,0,50,210.0,0.0,0.2761904761904762,50,0.0,0.47387521222410867,Medium Risk
NSW,25 to 34,ABI,Unknown,64,0,50,1301.0,0.0,0.04919292851652575,50,0.0,0.33635398981324277,Low Risk
NSW,25 to 34,Autism,Unknown,64,0,50,6482.0,0.0,0.009873495834618945,50,0.0,0.27828947368421053,Low Risk
NSW,25 to 34,Cerebral Palsy,Unknown,64,0,50,2600.0,0.0,0.024615384615384615,50,0.0,0.2981536502546689,Low Risk
NSW,25 to 34,Down Syndrome,Unknown,63,0,50,1636.0,0.0,0.03850855745721271,50,0.0,0.32107385398981325,Low Risk
NSW,25 to 34,DsbltyGrp_Missing,Unknown,20,0,50,16.0,0.0,1.25,50,0.0,0.5911502546689305,High Risk
NSW,25 to 34,Hearing Impairment,Unknown,63,0,50,272.0,0.0,0.23161764705882354,50,0.0,0.4574490662139219,Medium Risk
NSW,25 to 34,Intellectual Disability,Unknown,64,0,50,8251.0,0.0,0.007756635559326142,50,0.0,0.27561544991511033,Low Risk
NSW,25 to 34,Multiple Sclerosis,Unknown,60,0,50,162.0,0.0,0.37037037037037035,50,0.0,0.499660441426146,Medium Risk
NSW,25 to 34,Other,Unknown,63,0,50,212.0,0.0,0.2971698113207547,50,0.0,0.48075127334465195,Medium Risk
NSW,25 to 34,Other Neurological,Unknown,60,0,50,1075.0,0.0,0.05581395348837209,50,0.0,0.344758064516129,Low Risk
NSW,25 to 34,Other Physical,Unknown,59,0,50,531.0,0.0,0.1111111111111111,50,0.0,0.395946519524618,Low Risk
NSW,25 to 34,Other Sensory/Speech,Unknown,40,0,50,28.0,0.0,1.4285714285714286,50,0.0,0.5984083191850594,High Risk
NSW,25 to 34,Psychosocial disability,Unknown,66,0,50,4114.0,0.0,0.016042780748663103,50,0.0,0.28669354838709676,Low Risk
NSW,25 to 34,Spinal Cord Injury,Unknown,64,0,50,289.0,0.0,0.22145328719723184,50,0.0,0.4547750424448217,Medium Risk
NSW,25 to 34,Stroke,Unknown,47,0,50,64.0,0.0,0.734375,50,0.0,0.553713921901528,Medium Risk
NSW,25 to 34,Visual Impairment,Unknown,63,0,50,294.0,0.0,0.21428571428571427,50,0.0,0.4530560271646859,Medium Risk
NSW,35 to 44,ABI,Unknown,64,0,50,2018.0,0.0,0.031714568880079286,50,0.0,0.31152376910016977,Low Risk
NSW,35 to 44,Autism,Unknown,64,0,50,3509.0,0.0,0.018238814477058992,50,0.0,0.28974957555178266,Low Risk
NSW,35 to 44,Cerebral Palsy,Unknown,64,0,50,2345.0,0.0,0.027292110874200425,50,0.0,0.30350169779286923,Low Risk
NSW,35 to 44,Developmental delay,Unknown,4,0,50,1.0,0.0,4.0,50,0.0,0.6509337860780985,High Risk
NSW,35 to 44,Down Syndrome,Unknown,64,0,50,2065.0,0.0,0.03099273607748184,50,0.0,0.31075976230899827,Low Risk
NSW,35 to 44,DsbltyGrp_Missing,Unknown,14,0,50,4.0,0.0,3.5,50,0.0,0.6461587436332767,High Risk
NSW,35 to 44,Hearing Impairment,Unknown,64,0,50,243.0,0.0,0.26337448559670784,50,0.0,0.4696731748726656,Medium Risk
NSW,35 to 44,Intellectual Disability,Unknown,64,0,50,7135.0,0.0,0.008969866853538892,50,0.0,0.27637945670628183,Low Risk
NSW,35 to 44,Multiple Sclerosis,Unknown,67,0,50,377.0,0.0,0.17771883289124668,50,0.0,0.43605687606112054,Medium Risk
NSW,35 to 44,Other,Unknown,64,0,50,285.0,0.0,0.22456140350877193,50,0.0,0.4555390492359932,Medium Risk
NSW,35 to 44,Other Neurological,Unknown,60,0,50,1547.0,0.0,0.03878474466709761,50,0.0,0.3226018675721562,Low Risk
NSW,35 to 44,Other Physical,Unknown,64,0,50,817.0,0.0,0.07833537331701346,50,0.0,0.3672962648556876,Low Risk
NSW,35 to 44,Other Sensory/Speech,Unknown,14,0,50,12.0,0.0,1.1666666666666667,50,0.0,0.5848471986417657,High Risk
NSW,35 to 44,Psychosocial disability,Unknown,63,0,50,5845.0,0.0,0.010778443113772455,50,0.0,0.279053480475382,Low Risk
NSW,35 to 44,Spinal Cord Injury,Unknown,64,0,50,566.0,0.0,0.11307420494699646,50,0.0,0.39747453310696096,Low Risk
NSW,35 to 44,Stroke,Unknown,64,0,50,409.0,0.0,0.15647921760391198,50,0.0,0.42230475382003396,Low Risk
NSW,35 to 44,Visual Impairment,Unknown,60,0,50,337.0,0.0,0.17804154302670624,50,0.0,0.4364388794567063,Medium Risk
NSW,45 to 54,ABI,Unknown,68,0,50,3058.0,0.0,0.02223675604970569,50,0.0,0.29547962648556875,Low Risk
NSW,45 to 54,Autism,Unknown,63,0,50,2065.0,0.0,0.030508474576271188,50,0.0,0.3099957555178268,Low Risk
NSW,45 to 54,Cerebral Palsy,Unknown,64,0,50,2457.0,0.0,0.026048026048026047,50,0.0,0.3019736842105263,Low Risk
NSW,45 to 54,Down Syndrome,Unknown,60,0,50,2039.0,0.0,0.029426189308484552,50,0.0,0.3069397283531409,Low Risk
NSW,45 to 54,DsbltyGrp_Missing,Unknown,20,0,50,8.0,0.0,2.5,50,0.0,0.6348896434634974,High Risk
NSW,45 to 54,Hearing Impairment,Unknown,63,0,50,348.0,0.0,0.1810344827586207,50,0.0,0.4383488964346349,Medium Risk
NSW,45 to 54,Intellectual Disability,Unknown,67,0,50,6866.0,0.0,0.009758228954267405,50,0.0,0.2779074702886248,Low Risk
NSW,45 to 54,Multiple Sclerosis,Unknown,64,0,50,1143.0,0.0,0.05599300087489064,50,0.0,0.3455220713073005,Low Risk
NSW,45 to 54,Other,Unknown,64,0,50,755.0,0.0,0.0847682119205298,50,0.0,0.3753183361629881,Low Risk
NSW,45 to 54,Other Neurological,Unknown,67,0,50,2264.0,0.0,0.02959363957597173,50,0.0,0.3073217317487266,Low Risk
NSW,45 to 54,Other Physical,Unknown,64,0,50,1299.0,0.0,0.049268668206312545,50,0.0,0.3367359932088285,Low Risk
NSW,45 to 54,Other Sensory/Speech,Unknown,18,0,50,4.0,0.0,4.5,50,0.0,0.6555178268251274,High Risk
NSW,45 to 54,Psychosocial disability,Unknown,67,0,50,7238.0,0.0,0.009256700746062448,50,0.0,0.2771434634974533,Low Risk
NSW,45 to 54,Spinal Cord Injury,Unknown,68,0,50,726.0,0.0,0.09366391184573003,50,0.0,0.38181239388794563,Low Risk
NSW,45 to 54,Stroke,Unknown,64,0,50,1502.0,0.0,0.0426098535286285,50,0.0,0.32718590831918504,Low Risk
NSW,45 to 54,Visual Impairment,Unknown,64,0,50,572.0,0.0,0.11188811188811189,50,0.0,0.39671052631578946,Low Risk
NSW,55 to 64,ABI,Unknown,64,0,50,4100.0,0.0,0.015609756097560976,50,0.0,0.28478353140916807,Low Risk
NSW,55 to 64,Autism,Unknown,63,0,50,1468.0,0.0,0.042915531335149866,50,0.0,0.3275679117147708,Low Risk
NSW,55 to 64,Cerebral Palsy,Unknown,64,0,50,2007.0,0.0,0.03188839063278525,50,0.0,0.3122877758913412,Low Risk
NSW,55 to 64,Down Syndrome,Unknown,63,0,50,1973.0,0.0,0.031931069437404966,50,0.0,0.31266977928692696,Low Risk
NSW,55 to 64,DsbltyGrp_Missing,Unknown,21,0,50,12.0,0.0,1.75,50,0.0,0.613497453310696,High Risk
NSW,55 to 64,Hearing Impairment,Unknown,67,0,50,498.0,0.0,0.13453815261044177,50,0.0,0.4100806451612903,Low Risk
NSW,55 to 64,Intellectual Disability,Unknown,64,0,50,7005.0,0.0,0.009136331192005711,50,0.0,0.27676146010186753,Low Risk
NSW,55 to 64,Multiple Sclerosis,Unknown,68,0,50,1597.0,0.0,0.042579837194740136,50,0.0,0.3268039049235993,Low Risk
NSW,55 to 64,Other,Unknown,64,0,50,1863.0,0.0,0.03435319377348363,50,0.0,0.31534380305602716,Low Risk
NSW,55 to 64,Other Neurological,Unknown,64,0,50,4564.0,0.0,0.014022787028921999,50,0.0,0.28210950764006787,Low Risk
NSW,55 to 64,Other Physical,Unknown,64,0,50,2202.0,0.0,0.029064486830154404,50,0.0,0.3065577249575552,Low Risk
NSW,55 to 64,Other Sensory/Speech,Unknown,24,0,50,8.0,0.0,3.0,50,0.0,0.6415747028862478,High Risk
NSW,55 to 64,Psychosocial disability,Unknown,64,0,50,7385.0,0.0,0.008666215301286391,50,0.0,0.2759974533106961,Low Risk
NSW,55 to 64,Spinal Cord Injury,Unknown,64,0,50,1042.0,0.0,0.061420345489443376,50,0.0,0.35278013582342954,Low Risk
NSW,55 to 64,Stroke,Unknown,64,0,50,3070.0,0.0,0.020846905537459284,50,0.0,0.29356960950764005,Low Risk
NSW,55 to 64,Visual Impairment,Unknown,64,0,50,978.0,0.0,0.065439672801636,50,0.0,0.35583616298811543,Low Risk
NSW,65+,ABI,Unknown,64,0,50,2959.0,0.0,0.021628928692125717,50,0.0,0.29433361629881155,Low Risk
NSW,65+,Autism,Unknown,60,0,50,719.0,0.0,0.08344923504867872,50,0.0,0.3734083191850594,Low Risk
NSW,65+,Cerebral Palsy,Unknown,60,0,50,1121.0,0.0,0.05352363960749331,50,0.0,0.34208404074702886,Low Risk
NSW,65+,Down Syndrome,Unknown,56,0,50,462.0,0.0,0.12121212121212122,50,0.0,0.40377758913412565,Low Risk
NSW,65+,DsbltyGrp_Missing,Unknown,17,0,50,8.0,0.0,2.125,50,0.0,0.6266765704584041,High Risk
NSW,65+,Hearing Impairment,Unknown,64,0,50,364.0,0.0,0.17582417582417584,50,0.0,0.43414685908319184,Medium Risk
NSW,65+,Intellectual Disability,Unknown,64,0,50,5154.0,0.0,0.01241753977493209,50,0.0,0.2801994906621392,Low Risk
NSW,65+,Multiple Sclerosis,Unknown,64,0,50,1333.0,0.0,0.04801200300075019,50,0.0,0.3340619694397283,Low Risk
NSW,65+,Other,Unknown,64,0,50,1439.0,0.0,0.04447533009034051,50,0.0,0.33024193548387093,Low Risk
NSW,65+,Other Neurological,Unknown,64,0,50,4261.0,0.0,0.015019948368927482,50,0.0,0.28363752122241087,Low Risk
NSW,65+,Other Physical,Unknown,64,0,50,2219.0,0.0,0.028841820639927896,50,0.0,0.3054117147707979,Low Risk
NSW,65+,Other Sensory/Speech,Unknown,19,0,50,8.0,0.0,2.375,50,0.0,0.6316426146010187,High Risk
NSW,65+,Psychosocial disability,Unknown,64,0,50,5071.0,0.0,0.012620784855058175,50,0.0,0.2805814940577249,Low Risk
NSW,65+,Spinal Cord Injury,Unknown,64,0,50,859.0,0.0,0.07450523864959255,50,0.0,0.36500424448217317,Low Risk
NSW,65+,Stroke,Unknown,68,0,50,2868.0,0.0,0.023709902370990237,50,0.0,0.2977716468590832,Low Risk
NSW,65+,Visual Impairment,Unknown,64,0,50,814.0,0.0,0.07862407862407862,50,0.0,0.36806027164685906,Low Risk
NSW,9 to 14,ABI,Unknown,61,0,50,236.0,0.0,0.2584745762711864,50,0.0,0.4669991511035654,Medium Risk
NSW,9 to 14,Autism,Unknown,67,0,50,6764.0,0.0,0.009905381431105854,50,0.0,0.2786714770797962,Low Risk
NSW,9 to 14,Cerebral Palsy,Unknown,62,0,50,794.0,0.0,0.07808564231738035,50,0.0,0.36691426146010186,Low Risk
NSW,9 to 14,Developmental delay,Unknown,50,0,50,146.0,0.0,0.3424657534246575,50,0.0,0.49144736842105263,Medium Risk
NSW,9 to 14,Down Syndrome,Unknown,60,0,50,594.0,0.0,0.10101010101010101,50,0.0,0.3902164685908319,Low Risk
NSW,9 to 14,DsbltyGrp_Missing,Unknown,28,0,50,26.0,0.0,1.0769230769230769,50,0.0,0.5796901528013583,High Risk
NSW,9 to 14,Global developmental delay,Unknown,51,0,50,216.0,0.0,0.2361111111111111,50,0.0,0.4605050933786078,Medium Risk
NSW,9 to 14,Hearing Impairment,Unknown,66,0,50,421.0,0.0,0.15676959619952494,50,0.0,0.42268675721561966,Low Risk
NSW,9 to 14,Intellectual Disability,Unknown,64,0,50,2987.0,0.0,0.021426180113826583,50,0.0,0.2939516129032258,Low Risk
NSW,9 to 14,Multiple Sclerosis,Unknown,4,0,50,1.0,0.0,4.0,50,0.0,0.6509337860780985,High Risk
NSW,9 to 14,Other,Unknown,62,0,50,256.0,0.0,0.2421875,50,0.0,0.4620331069609508,Medium Risk
NSW,9 to 14,Other Neurological,Unknown,60,0,50,404.0,0.0,0.1485148514851485,50,0.0,0.4173387096774194,Low Risk
NSW,9 to 14,Other Physical,Unknown,63,0,50,264.0,0.0,0.23863636363636365,50,0.0,0.4612691001697793,Medium Risk
NSW,9 to 14,Other Sensory/Speech,Unknown,52,0,50,190.0,0.0,0.2736842105263158,50,0.0,0.4723471986417657,Medium Risk
NSW,9 to 14,Psychosocial disability,Unknown,46,0,50,36.0,0.0,1.2777777777777777,50,0.0,0.5938242784380305,High Risk
NSW,9 to 14,Spinal Cord Injury,Unknown,27,0,50,4.0,0.0,6.75,50,0.0,0.6849320882852292,High Risk
NSW,9 to 14,Stroke,Unknown,29,0,50,1.0,0.0,29.0,50,0.0,0.7240874363327674,High Risk
NSW,9 to 14,Visual Impairment,Unknown,58,0,50,158.0,0.0,0.3670886075949367,50,0.0,0.49870543293718167,Medium Risk
NT,0 to 8,ABI,Unknown,18,0,50,8.0,0.0,2.25,50,0.0,0.6295415959252971,High Risk
NT,0 to 8,Autism,Unknown,29,0,50,164.0,0.0,0.17682926829268292,50,0.0,0.43491086587436334,Medium Risk
NT,0 to 8,Cerebral Palsy,Unknown,16,0,50,18.0,0.0,0.8888888888888888,50,0.0,0.5670840407470289,Medium Risk
NT,0 to 8,Developmental delay,Unknown,28,0,50,204.0,0.0,0.13725490196078433,50,0.0,0.4123726655348048,Low Risk
NT,0 to 8,Down Syndrome,Unknown,24,0,50,28.0,0.0,0.8571428571428571,50,0.0,0.5636460101867572,Medium Risk
NT,0 to 8,DsbltyGrp_Missing,Unknown,9,0,50,1.0,0.0,9.0,50,0.0,0.7019312393887945,High Risk
NT,0 to 8,Global developmental delay,Unknown,27,0,50,152.0,0.0,0.17763157894736842,50,0.0,0.4356748726655348,Medium Risk
NT,0 to 8,Hearing Impairment,Unknown,24,0,50,36.0,0.0,0.6666666666666666,50,0.0,0.5460738539898132,Medium Risk
NT,0 to 8,Intellectual Disability,Unknown,30,0,50,86.0,0.0,0.3488372093023256,50,0.0,0.4929753820033956,Medium Risk
NT,0 to 8,Other,Unknown,17,0,50,4.0,0.0,4.25,50,0.0,0.6534168081494058,High Risk
NT,0 to 8,Other Neurological,Unknown,16,0,50,10.0,0.0,1.6,50,0.0,0.6098684210526316,High Risk
NT,0 to 8,Other Physical,Unknown,18,0,50,12.0,0.0,1.5,50,0.0,0.6037563667232597,High Risk
NT,0 to 8,Spinal Cord Injury,Unknown,6,0,50,1.0,0.0,6.0,50,0.0,0.671943972835314,High Risk
NT,0 to 8,Stroke,Unknown,8,0,50,4.0,0.0,2.0,50,0.0,0.622474533106961,High Risk
NT,0 to 8,Visual Impairment,Unknown,12,0,50,4.0,0.0,3.0,50,0.0,0.6415747028862478,High Risk
NT,15 to 18,ABI,Unknown,12,0,50,1.0,0.0,12.0,50,0.0,0.7089983022071308,High Risk
NT,15 to 18,Autism,Unknown,27,0,50,230.0,0.0,0.11739130434782609,50,0.0,0.3990025466893039,Low Risk
NT,15 to 18,Cerebral Palsy,Unknown,21,0,50,40.0,0.0,0.525,50,0.0,0.5250636672325976,Medium Risk
NT,15 to 18,Down Syndrome,Unknown,14,0,50,18.0,0.0,0.7777777777777778,50,0.0,0.5567699490662139,Medium Risk
NT,15 to 18,Hearing Impairment,Unknown,22,0,50,12.0,0.0,1.8333333333333333,50,0.0,0.6154074702886247,High Risk
NT,15 to 18,Intellectual Disability,Unknown,28,0,50,304.0,0.0,0.09210526315789473,50,0.0,0.3810483870967742,Low Risk
NT,15 to 18,Other,Unknown,9,0,50,4.0,0.0,2.25,50,0.0,0.6295415959252971,High Risk
NT,15 to 18,Other Neurological,Unknown,27,0,50,28.0,0.0,0.9642857142857143,50,0.0,0.5714770797962648,Medium Risk
NT,15 to 18,Other Physical,Unknown,19,0,50,12.0,0.0,1.5833333333333333,50,0.0,0.6091044142614601,High Risk
NT,15 to 18,Other Sensory/Speech,Unknown,17,0,50,8.0,0.0,2.125,50,0.0,0.6266765704584041,High Risk
NT,15 to 18,Psychosocial disability,Unknown,9,0,50,1.0,0.0,9.0,50,0.0,0.7019312393887945,High Risk
NT,15 to 18,Spinal Cord Injury,Unknown,12,0,50,8.0,0.0,1.5,50,0.0,0.6037563667232597,High Risk
NT,15 to 18,Stroke,Unknown,9,0,50,8.0,0.0,1.125,50,0.0,0.5825551782682513,High Risk
NT,15 to 18,Visual Impairment,Unknown,6,0,50,1.0,0.0,6.0,50,0.0,0.671943972835314,High Risk
NT,19 to 24,ABI,Unknown,18,0,50,59.0,0.0,0.3050847457627119,50,0.0,0.4822792869269949,Medium Risk
NT,19 to 24,Autism,Unknown,25,0,50,190.0,0.0,0.13157894736842105,50,0.0,0.4077886247877759,Low Risk
NT,19 to 24,Cerebral Palsy,Unknown,24,0,50,78.0,0.0,0.3076923076923077,50,0.0,0.48304329371816634,Medium Risk
NT,19 to 24,Down Syndrome,Unknown,18,0,50,36.0,0.0,0.5,50,0.0,0.5223896434634975,Medium Risk
NT,19 to 24,Hearing Impairment,Unknown,18,0,50,28.0,0.0,0.6428571428571429,50,0.0,0.54053480475382,Medium Risk
NT,19 to 24,Intellectual Disability,Unknown,30,0,50,275.0,0.0,0.10909090909090909,50,0.0,0.39480050933786076,Low Risk
NT,19 to 24,Other,Unknown,12,0,50,16.0,0.0,0.75,50,0.0,0.5548599320882852,Medium Risk
NT,19 to 24,Other Neurological,Unknown,18,0,50,52.0,0.0,0.34615384615384615,50,0.0,0.4918293718166383,Medium Risk
NT,19 to 24,Other Physical,Unknown,22,0,50,8.0,0.0,2.75,50,0.0,0.6390916808149406,High Risk
NT,19 to 24,Other Sensory/Speech,Unknown,6,0,50,1.0,0.0,6.0,50,0.0,0.671943972835314,High Risk
NT,19 to 24,Psychosocial disability,Unknown,18,0,50,106.0,0.0,0.16981132075471697,50,0.0,0.4307088285229202,Medium Risk
NT,19 to 24,Spinal Cord Injury,Unknown,8,0,50,4.0,0.0,2.0,50,0.0,0.622474533106961,High Risk
NT,19 to 24,Stroke,Unknown,8,0,50,4.0,0.0,2.0,50,0.0,0.622474533106961,High Risk
NT,19 to 24,Visual Impairment,Unknown,14,0,50,12.0,0.0,1.1666666666666667,50,0.0,0.5848471986417657,High Risk
NT,25 to 34,ABI,Unknown,28,0,50,107.0,0.0,0.2616822429906542,50,0.0,0.4685271646859083,Medium Risk
NT,25 to 34,Autism,Unknown,27,0,50,135.0,0.0,0.2,50,0.0,0.44656196943972837,Medium Risk
NT,25 to 34,Cerebral Palsy,Unknown,28,0,50,156.0,0.0,0.1794871794871795,50,0.0,0.43682088285229204,Medium Risk
NT,25 to 34,Down Syndrome,Unknown,20,0,50,44.0,0.0,0.45454545454545453,50,0.0,0.5160865874363327,Medium Risk
NT,25 to 34,DsbltyGrp_Missing,Unknown,6,0,50,4.0,0.0,1.5,50,0.0,0.6037563667232597,High Risk
NT,25 to 34,Hearing Impairment,Unknown,22,0,50,38.0,0.0,0.5789473684210527,50,0.0,0.5327037351443124,Medium Risk
NT,25 to 34,Intellectual Disability,Unknown,29,0,50,298.0,0.0,0.09731543624161074,50,0.0,0.3848684210526316,Low Risk
NT,25 to 34,Multiple Sclerosis,Unknown,12,0,50,8.0,0.0,1.5,50,0.0,0.6037563667232597,High Risk
NT,25 to 34,Other,Unknown,12,0,50,20.0,0.0,0.6,50,0.0,0.5353777589134125,Medium Risk
NT,25 to 34,Other Neurological,Unknown,21,0,50,32.0,0.0,0.65625,50,0.0,0.543399830220713,Medium Risk
NT,25 to 34,Other Physical,Unknown,20,0,50,20.0,0.0,1.0,50,0.0,0.5749151103565365,Medium Risk
NT,25 to 34,Psychosocial disability,Unknown,24,0,50,242.0,0.0,0.09917355371900827,50,0.0,0.38716044142614603,Low Risk
