RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppClass,PrvdrCnt
31DEC2025,NSW,South Western Sydney,Hearing Impairment,ALL,ALL,162
31DEC2025,NSW,South Western Sydney,Intellectual Disability,ALL,ALL,1157
31DEC2025,NSW,South Western Sydney,Multiple Sclerosis,ALL,ALL,209
31DEC2025,NSW,South Western Sydney,Other,ALL,ALL,219
31DEC2025,NSW,South Western Sydney,Other Neurological,ALL,ALL,572
31DEC2025,NSW,South Western Sydney,Other Physical,ALL,ALL,359
31DEC2025,NSW,South Western Sydney,Other Sensory/Speech,ALL,ALL,18
31DEC2025,NSW,South Western Sydney,Psychosocial disability,ALL,ALL,878
31DEC2025,NSW,South Western Sydney,Spinal Cord Injury,ALL,ALL,148
31DEC2025,NSW,South Western Sydney,Stroke,ALL,ALL,392
31DEC2025,NSW,South Western Sydney,Visual Impairment,ALL,ALL,192
31DEC2025,NSW,Southern NSW,ABI,ALL,ALL,51
31DEC2025,NSW,Southern NSW,Autism,ALL,ALL,105
31DEC2025,NSW,Southern NSW,Cerebral Palsy,ALL,ALL,36
31DEC2025,NSW,Southern NSW,Developmental delay,ALL,ALL,13
31DEC2025,NSW,Southern NSW,Down Syndrome,ALL,ALL,37
31DEC2025,NSW,Southern NSW,Global developmental delay,ALL,ALL,4
31DEC2025,NSW,Southern NSW,Hearing Impairment,ALL,ALL,7
31DEC2025,NSW,Southern NSW,Intellectual Disability,ALL,ALL,120
31DEC2025,NSW,Southern NSW,Multiple Sclerosis,ALL,ALL,26
31DEC2025,NSW,Southern NSW,Other,ALL,ALL,23
31DEC2025,NSW,Southern NSW,Other Neurological,ALL,ALL,41
31DEC2025,NSW,Southern NSW,Other Physical,ALL,ALL,26
31DEC2025,NSW,Southern NSW,Other Sensory/Speech,ALL,ALL,1
31DEC2025,NSW,Southern NSW,Psychosocial disability,ALL,ALL,86
31DEC2025,NSW,Southern NSW,Spinal Cord Injury,ALL,ALL,11
31DEC2025,NSW,Southern NSW,Stroke,ALL,ALL,32
31DEC2025,NSW,Southern NSW,Visual Impairment,ALL,ALL,5
31DEC2025,NSW,Sydney,ABI,ALL,ALL,148
31DEC2025,NSW,Sydney,Autism,ALL,ALL,278
31DEC2025,NSW,Sydney,Cerebral Palsy,ALL,ALL,118
31DEC2025,NSW,Sydney,Developmental delay,ALL,ALL,13
31DEC2025,NSW,Sydney,Down Syndrome,ALL,ALL,70
31DEC2025,NSW,Sydney,DsbltyGrp_Missing,ALL,ALL,5
31DEC2025,NSW,Sydney,Global developmental delay,ALL,ALL,6
31DEC2025,NSW,Sydney,Hearing Impairment,ALL,ALL,19
31DEC2025,NSW,Sydney,Intellectual Disability,ALL,ALL,336
31DEC2025,NSW,Sydney,Multiple Sclerosis,ALL,ALL,27
31DEC2025,NSW,Sydney,Other,ALL,ALL,44
31DEC2025,NSW,Sydney,Other Neurological,ALL,ALL,183
31DEC2025,NSW,Sydney,Other Physical,ALL,ALL,71
31DEC2025,NSW,Sydney,Other Sensory/Speech,ALL,ALL,6
31DEC2025,NSW,Sydney,Psychosocial disability,ALL,ALL,448
31DEC2025,NSW,Sydney,Spinal Cord Injury,ALL,ALL,44
31DEC2025,NSW,Sydney,Stroke,ALL,ALL,86
31DEC2025,NSW,Sydney,Visual Impairment,ALL,ALL,34
31DEC2025,NSW,Western NSW,ABI,ALL,ALL,75
31DEC2025,NSW,Western NSW,Autism,ALL,ALL,156
31DEC2025,NSW,Western NSW,Cerebral Palsy,ALL,ALL,56
31DEC2025,NSW,Western NSW,Developmental delay,ALL,ALL,11
31DEC2025,NSW,Western NSW,Down Syndrome,ALL,ALL,58
31DEC2025,NSW,Western NSW,DsbltyGrp_Missing,ALL,ALL,2
31DEC2025,NSW,Western NSW,Global developmental delay,ALL,ALL,6
31DEC2025,NSW,Western NSW,Hearing Impairment,ALL,ALL,20
31DEC2025,NSW,Western NSW,Intellectual Disability,ALL,ALL,189
31DEC2025,NSW,Western NSW,Multiple Sclerosis,ALL,ALL,15
31DEC2025,NSW,Western NSW,Other,ALL,ALL,40
31DEC2025,NSW,Western NSW,Other Neurological,ALL,ALL,64
31DEC2025,NSW,Western NSW,Other Physical,ALL,ALL,27
31DEC2025,NSW,Western NSW,Other Sensory/Speech,ALL,ALL,2
31DEC2025,NSW,Western NSW,Psychosocial disability,ALL,ALL,155
31DEC2025,NSW,Western NSW,Spinal Cord Injury,ALL,ALL,25
31DEC2025,NSW,Western NSW,Stroke,ALL,ALL,36
31DEC2025,NSW,Western NSW,Visual Impairment,ALL,ALL,22
31DEC2025,NSW,Western Sydney,ABI,ALL,ALL,363
31DEC2025,NSW,Western Sydney,Autism,ALL,ALL,769
31DEC2025,NSW,Western Sydney,Cerebral Palsy,ALL,ALL,382
31DEC2025,NSW,Western Sydney,Developmental delay,ALL,ALL,86
31DEC2025,NSW,Western Sydney,Down Syndrome,ALL,ALL,243
31DEC2025,NSW,Western Sydney,DsbltyGrp_Missing,ALL,ALL,8
31DEC2025,NSW,Western Sydney,Global developmental delay,ALL,ALL,72
31DEC2025,NSW,Western Sydney,Hearing Impairment,ALL,ALL,76
31DEC2025,NSW,Western Sydney,Intellectual Disability,ALL,ALL,921
31DEC2025,NSW,Western Sydney,Multiple Sclerosis,ALL,ALL,90
31DEC2025,NSW,Western Sydney,Other,ALL,ALL,152
31DEC2025,NSW,Western Sydney,Other Neurological,ALL,ALL,383
31DEC2025,NSW,Western Sydney,Other Physical,ALL,ALL,271
31DEC2025,NSW,Western Sydney,Other Sensory/Speech,ALL,ALL,11
31DEC2025,NSW,Western Sydney,Psychosocial disability,ALL,ALL,801
31DEC2025,NSW,Western Sydney,Spinal Cord Injury,ALL,ALL,141
31DEC2025,NSW,Western Sydney,Stroke,ALL,ALL,222
31DEC2025,NSW,Western Sydney,Visual Impairment,ALL,ALL,130
31DEC2025,NT,Barkly,ABI,ALL,ALL,9
31DEC2025,NT,Barkly,Autism,ALL,ALL,10
31DEC2025,NT,Barkly,Cerebral Palsy,ALL,ALL,3
31DEC2025,NT,Barkly,Developmental delay,ALL,ALL,2
31DEC2025,NT,Barkly,Down Syndrome,ALL,ALL,4
31DEC2025,NT,Barkly,Global developmental delay,ALL,ALL,5
31DEC2025,NT,Barkly,Hearing Impairment,ALL,ALL,3
31DEC2025,NT,Barkly,Intellectual Disability,ALL,ALL,20
31DEC2025,NT,Barkly,Other,ALL,ALL,7
31DEC2025,NT,Barkly,Other Neurological,ALL,ALL,1
31DEC2025,NT,Barkly,Other Physical,ALL,ALL,7
31DEC2025,NT,Barkly,Psychosocial disability,ALL,ALL,7
31DEC2025,NT,Barkly,Spinal Cord Injury,ALL,ALL,2
31DEC2025,NT,Barkly,Stroke,ALL,ALL,12
31DEC2025,NT,Barkly,Visual Impairment,ALL,ALL,6
31DEC2025,NT,Central Australia,ABI,ALL,ALL,44
31DEC2025,NT,Central Australia,Autism,ALL,ALL,38
31DEC2025,NT,Central Australia,Cerebral Palsy,ALL,ALL,34
31DEC2025,NT,Central Australia,Developmental delay,ALL,ALL,12
31DEC2025,NT,Central Australia,Down Syndrome,ALL,ALL,11
31DEC2025,NT,Central Australia,DsbltyGrp_Missing,ALL,ALL,1
31DEC2025,NT,Central Australia,Global developmental delay,ALL,ALL,10
31DEC2025,NT,Central Australia,Hearing Impairment,ALL,ALL,11
31DEC2025,NT,Central Australia,Intellectual Disability,ALL,ALL,62
31DEC2025,NT,Central Australia,Multiple Sclerosis,ALL,ALL,2
31DEC2025,NT,Central Australia,Other,ALL,ALL,21
31DEC2025,NT,Central Australia,Other Neurological,ALL,ALL,23
31DEC2025,NT,Central Australia,Other Physical,ALL,ALL,14
31DEC2025,NT,Central Australia,Other Sensory/Speech,ALL,ALL,2
31DEC2025,NT,Central Australia,Psychosocial disability,ALL,ALL,31
31DEC2025,NT,Central Australia,Spinal Cord Injury,ALL,ALL,11
31DEC2025,NT,Central Australia,Stroke,ALL,ALL,22
31DEC2025,NT,Central Australia,Visual Impairment,ALL,ALL,9
31DEC2025,NT,Darwin Remote,ABI,ALL,ALL,13
31DEC2025,NT,Darwin Remote,Autism,ALL,ALL,16
31DEC2025,NT,Darwin Remote,Cerebral Palsy,ALL,ALL,3
31DEC2025,NT,Darwin Remote,Developmental delay,ALL,ALL,13
31DEC2025,NT,Darwin Remote,Down Syndrome,ALL,ALL,4
31DEC2025,NT,Darwin Remote,Global developmental delay,ALL,ALL,8
31DEC2025,NT,Darwin Remote,Hearing Impairment,ALL,ALL,11
31DEC2025,NT,Darwin Remote,Intellectual Disability,ALL,ALL,26
31DEC2025,NT,Darwin Remote,Other,ALL,ALL,13
31DEC2025,NT,Darwin Remote,Other Neurological,ALL,ALL,8
31DEC2025,NT,Darwin Remote,Other Physical,ALL,ALL,8
31DEC2025,NT,Darwin Remote,Other Sensory/Speech,ALL,ALL,2
31DEC2025,NT,Darwin Remote,Psychosocial disability,ALL,ALL,17
31DEC2025,NT,Darwin Remote,Spinal Cord Injury,ALL,ALL,4
31DEC2025,NT,Darwin Remote,Stroke,ALL,ALL,8
31DEC2025,NT,Darwin Remote,Visual Impairment,ALL,ALL,2
31DEC2025,NT,Darwin Urban,ABI,ALL,ALL,72
31DEC2025,NT,Darwin Urban,Autism,ALL,ALL,82
31DEC2025,NT,Darwin Urban,Cerebral Palsy,ALL,ALL,42
31DEC2025,NT,Darwin Urban,Developmental delay,ALL,ALL,13
31DEC2025,NT,Darwin Urban,Down Syndrome,ALL,ALL,24
31DEC2025,NT,Darwin Urban,DsbltyGrp_Missing,ALL,ALL,2
31DEC2025,NT,Darwin Urban,Global developmental delay,ALL,ALL,13
31DEC2025,NT,Darwin Urban,Hearing Impairment,ALL,ALL,15
31DEC2025,NT,Darwin Urban,Intellectual Disability,ALL,ALL,104
31DEC2025,NT,Darwin Urban,Multiple Sclerosis,ALL,ALL,3
31DEC2025,NT,Darwin Urban,Other,ALL,ALL,40
31DEC2025,NT,Darwin Urban,Other Neurological,ALL,ALL,50
31DEC2025,NT,Darwin Urban,Other Physical,ALL,ALL,26
31DEC2025,NT,Darwin Urban,Other Sensory/Speech,ALL,ALL,1
31DEC2025,NT,Darwin Urban,Psychosocial disability,ALL,ALL,77
31DEC2025,NT,Darwin Urban,Spinal Cord Injury,ALL,ALL,31
31DEC2025,NT,Darwin Urban,Stroke,ALL,ALL,55
31DEC2025,NT,Darwin Urban,Visual Impairment,ALL,ALL,12
31DEC2025,NT,East Arnhem,ABI,ALL,ALL,5
31DEC2025,NT,East Arnhem,Autism,ALL,ALL,1
31DEC2025,NT,East Arnhem,Cerebral Palsy,ALL,ALL,5
31DEC2025,NT,East Arnhem,Developmental delay,ALL,ALL,3
31DEC2025,NT,East Arnhem,Global developmental delay,ALL,ALL,3
31DEC2025,NT,East Arnhem,Hearing Impairment,ALL,ALL,4
31DEC2025,NT,East Arnhem,Intellectual Disability,ALL,ALL,18
31DEC2025,NT,East Arnhem,Other,ALL,ALL,10
31DEC2025,NT,East Arnhem,Other Neurological,ALL,ALL,8
31DEC2025,NT,East Arnhem,Other Physical,ALL,ALL,4
31DEC2025,NT,East Arnhem,Psychosocial disability,ALL,ALL,6
31DEC2025,NT,East Arnhem,Spinal Cord Injury,ALL,ALL,2
31DEC2025,NT,East Arnhem,Stroke,ALL,ALL,3
31DEC2025,NT,East Arnhem,Visual Impairment,ALL,ALL,2
31DEC2025,NT,Katherine,ABI,ALL,ALL,16
31DEC2025,NT,Katherine,Autism,ALL,ALL,14
31DEC2025,NT,Katherine,Cerebral Palsy,ALL,ALL,17
31DEC2025,NT,Katherine,Developmental delay,ALL,ALL,7
31DEC2025,NT,Katherine,Down Syndrome,ALL,ALL,2
31DEC2025,NT,Katherine,Global developmental delay,ALL,ALL,6
31DEC2025,NT,Katherine,Hearing Impairment,ALL,ALL,3
31DEC2025,NT,Katherine,Intellectual Disability,ALL,ALL,28
31DEC2025,NT,Katherine,Multiple Sclerosis,ALL,ALL,1
31DEC2025,NT,Katherine,Other,ALL,ALL,7
31DEC2025,NT,Katherine,Other Neurological,ALL,ALL,6
31DEC2025,NT,Katherine,Other Physical,ALL,ALL,4
31DEC2025,NT,Katherine,Psychosocial disability,ALL,ALL,12
31DEC2025,NT,Katherine,Spinal Cord Injury,ALL,ALL,7
31DEC2025,NT,Katherine,Stroke,ALL,ALL,10
31DEC2025,NT,Katherine,Visual Impairment,ALL,ALL,3
31DEC2025,NT,Other,ABI,ALL,ALL,16
31DEC2025,NT,Other,Autism,ALL,ALL,10
31DEC2025,NT,Other,Cerebral Palsy,ALL,ALL,4
31DEC2025,NT,Other,Developmental delay,ALL,ALL,14
31DEC2025,NT,Other,Down Syndrome,ALL,ALL,4
31DEC2025,NT,Other,DsbltyGrp_Missing,ALL,ALL,1
31DEC2025,NT,Other,Global developmental delay,ALL,ALL,4
31DEC2025,NT,Other,Hearing Impairment,ALL,ALL,3
31DEC2025,NT,Other,Intellectual Disability,ALL,ALL,13
31DEC2025,NT,Other,Multiple Sclerosis,ALL,ALL,4
31DEC2025,NT,Other,Other,ALL,ALL,3
31DEC2025,NT,Other,Other Neurological,ALL,ALL,14
31DEC2025,NT,Other,Other Physical,ALL,ALL,7
31DEC2025,NT,Other,Psychosocial disability,ALL,ALL,8
31DEC2025,NT,Other,Spinal Cord Injury,ALL,ALL,2
31DEC2025,NT,Other,Stroke,ALL,ALL,11
31DEC2025,OT,Other,Autism,ALL,ALL,6
31DEC2025,OT,Other,Global developmental delay,ALL,ALL,1
31DEC2025,OT,Other,Intellectual Disability,ALL,ALL,2
31DEC2025,OT,Other,Stroke,ALL,ALL,2
31DEC2025,QLD,Beenleigh,ABI,ALL,ALL,217
31DEC2025,QLD,Beenleigh,Autism,ALL,ALL,410
31DEC2025,QLD,Beenleigh,Cerebral Palsy,ALL,ALL,146
31DEC2025,QLD,Beenleigh,Developmental delay,ALL,ALL,49
31DEC2025,QLD,Beenleigh,Down Syndrome,ALL,ALL,112
31DEC2025,QLD,Beenleigh,Global developmental delay,ALL,ALL,37
31DEC2025,QLD,Beenleigh,Hearing Impairment,ALL,ALL,28
31DEC2025,QLD,Beenleigh,Intellectual Disability,ALL,ALL,451
31DEC2025,QLD,Beenleigh,Multiple Sclerosis,ALL,ALL,23
31DEC2025,QLD,Beenleigh,Other,ALL,ALL,60
31DEC2025,QLD,Beenleigh,Other Neurological,ALL,ALL,182
31DEC2025,QLD,Beenleigh,Other Physical,ALL,ALL,80
31DEC2025,QLD,Beenleigh,Psychosocial disability,ALL,ALL,316
31DEC2025,QLD,Beenleigh,Spinal Cord Injury,ALL,ALL,46
31DEC2025,QLD,Beenleigh,Stroke,ALL,ALL,86
31DEC2025,QLD,Beenleigh,Visual Impairment,ALL,ALL,36
31DEC2025,QLD,Brisbane,ABI,ALL,ALL,301
31DEC2025,QLD,Brisbane,Autism,ALL,ALL,498
31DEC2025,QLD,Brisbane,Cerebral Palsy,ALL,ALL,251
31DEC2025,QLD,Brisbane,Developmental delay,ALL,ALL,50
31DEC2025,QLD,Brisbane,Down Syndrome,ALL,ALL,139
31DEC2025,QLD,Brisbane,DsbltyGrp_Missing,ALL,ALL,1
31DEC2025,QLD,Brisbane,Global developmental delay,ALL,ALL,38
31DEC2025,QLD,Brisbane,Hearing Impairment,ALL,ALL,35
31DEC2025,QLD,Brisbane,Intellectual Disability,ALL,ALL,576
31DEC2025,QLD,Brisbane,Multiple Sclerosis,ALL,ALL,73
31DEC2025,QLD,Brisbane,Other,ALL,ALL,92
31DEC2025,QLD,Brisbane,Other Neurological,ALL,ALL,254
31DEC2025,QLD,Brisbane,Other Physical,ALL,ALL,152
31DEC2025,QLD,Brisbane,Other Sensory/Speech,ALL,ALL,8
31DEC2025,QLD,Brisbane,Psychosocial disability,ALL,ALL,569
31DEC2025,QLD,Brisbane,Spinal Cord Injury,ALL,ALL,65
31DEC2025,QLD,Brisbane,Stroke,ALL,ALL,122
31DEC2025,QLD,Brisbane,Visual Impairment,ALL,ALL,48
31DEC2025,QLD,Bundaberg,ABI,ALL,ALL,44
31DEC2025,QLD,Bundaberg,Autism,ALL,ALL,65
31DEC2025,QLD,Bundaberg,Cerebral Palsy,ALL,ALL,29
31DEC2025,QLD,Bundaberg,Developmental delay,ALL,ALL,3
31DEC2025,QLD,Bundaberg,Down Syndrome,ALL,ALL,15
31DEC2025,QLD,Bundaberg,Hearing Impairment,ALL,ALL,3
31DEC2025,QLD,Bundaberg,Intellectual Disability,ALL,ALL,81
31DEC2025,QLD,Bundaberg,Multiple Sclerosis,ALL,ALL,1
31DEC2025,QLD,Bundaberg,Other,ALL,ALL,15
31DEC2025,QLD,Bundaberg,Other Neurological,ALL,ALL,40
31DEC2025,QLD,Bundaberg,Other Physical,ALL,ALL,16
31DEC2025,QLD,Bundaberg,Other Sensory/Speech,ALL,ALL,1
31DEC2025,QLD,Bundaberg,Psychosocial disability,ALL,ALL,60
31DEC2025,QLD,Bundaberg,Spinal Cord Injury,ALL,ALL,7
31DEC2025,QLD,Bundaberg,Stroke,ALL,ALL,13
31DEC2025,QLD,Bundaberg,Visual Impairment,ALL,ALL,7
31DEC2025,QLD,Caboolture/Strathpine,ABI,ALL,ALL,204
31DEC2025,QLD,Caboolture/Strathpine,Autism,ALL,ALL,384
31DEC2025,QLD,Caboolture/Strathpine,Cerebral Palsy,ALL,ALL,119
31DEC2025,QLD,Caboolture/Strathpine,Developmental delay,ALL,ALL,48
31DEC2025,QLD,Caboolture/Strathpine,Down Syndrome,ALL,ALL,77
31DEC2025,QLD,Caboolture/Strathpine,Global developmental delay,ALL,ALL,39
31DEC2025,QLD,Caboolture/Strathpine,Hearing Impairment,ALL,ALL,22
31DEC2025,QLD,Caboolture/Strathpine,Intellectual Disability,ALL,ALL,366
31DEC2025,QLD,Caboolture/Strathpine,Multiple Sclerosis,ALL,ALL,30
31DEC2025,QLD,Caboolture/Strathpine,Other,ALL,ALL,69
31DEC2025,QLD,Caboolture/Strathpine,Other Neurological,ALL,ALL,175
31DEC2025,QLD,Caboolture/Strathpine,Other Physical,ALL,ALL,77
31DEC2025,QLD,Caboolture/Strathpine,Other Sensory/Speech,ALL,ALL,1
31DEC2025,QLD,Caboolture/Strathpine,Psychosocial disability,ALL,ALL,275
31DEC2025,QLD,Caboolture/Strathpine,Spinal Cord Injury,ALL,ALL,38
31DEC2025,QLD,Caboolture/Strathpine,Stroke,ALL,ALL,83
31DEC2025,QLD,Caboolture/Strathpine,Visual Impairment,ALL,ALL,10
31DEC2025,QLD,Cairns,ABI,ALL,ALL,80
31DEC2025,QLD,Cairns,Autism,ALL,ALL,93
31DEC2025,QLD,Cairns,Cerebral Palsy,ALL,ALL,65
31DEC2025,QLD,Cairns,Developmental delay,ALL,ALL,10
31DEC2025,QLD,Cairns,Down Syndrome,ALL,ALL,46
31DEC2025,QLD,Cairns,Global developmental delay,ALL,ALL,10
31DEC2025,QLD,Cairns,Hearing Impairment,ALL,ALL,11
31DEC2025,QLD,Cairns,Intellectual Disability,ALL,ALL,135
31DEC2025,QLD,Cairns,Multiple Sclerosis,ALL,ALL,12
31DEC2025,QLD,Cairns,Other,ALL,ALL,32
31DEC2025,QLD,Cairns,Other Neurological,ALL,ALL,78
31DEC2025,QLD,Cairns,Other Physical,ALL,ALL,29
31DEC2025,QLD,Cairns,Psychosocial disability,ALL,ALL,106
31DEC2025,QLD,Cairns,Spinal Cord Injury,ALL,ALL,18
31DEC2025,QLD,Cairns,Stroke,ALL,ALL,52
31DEC2025,QLD,Cairns,Visual Impairment,ALL,ALL,17
31DEC2025,QLD,Ipswich,ABI,ALL,ALL,190
31DEC2025,QLD,Ipswich,Autism,ALL,ALL,386
31DEC2025,QLD,Ipswich,Cerebral Palsy,ALL,ALL,128
31DEC2025,QLD,Ipswich,Developmental delay,ALL,ALL,30
31DEC2025,QLD,Ipswich,Down Syndrome,ALL,ALL,93
31DEC2025,QLD,Ipswich,Global developmental delay,ALL,ALL,25
31DEC2025,QLD,Ipswich,Hearing Impairment,ALL,ALL,26
31DEC2025,QLD,Ipswich,Intellectual Disability,ALL,ALL,412
31DEC2025,QLD,Ipswich,Multiple Sclerosis,ALL,ALL,37
31DEC2025,QLD,Ipswich,Other,ALL,ALL,56
31DEC2025,QLD,Ipswich,Other Neurological,ALL,ALL,169
31DEC2025,QLD,Ipswich,Other Physical,ALL,ALL,95
31DEC2025,QLD,Ipswich,Other Sensory/Speech,ALL,ALL,2
31DEC2025,QLD,Ipswich,Psychosocial disability,ALL,ALL,287
31DEC2025,QLD,Ipswich,Spinal Cord Injury,ALL,ALL,36
31DEC2025,QLD,Ipswich,Stroke,ALL,ALL,78
31DEC2025,QLD,Ipswich,Visual Impairment,ALL,ALL,26
31DEC2025,QLD,Mackay,ABI,ALL,ALL,48
31DEC2025,QLD,Mackay,Autism,ALL,ALL,65
31DEC2025,QLD,Mackay,Cerebral Palsy,ALL,ALL,51
31DEC2025,QLD,Mackay,Developmental delay,ALL,ALL,15
31DEC2025,QLD,Mackay,Down Syndrome,ALL,ALL,35
31DEC2025,QLD,Mackay,Global developmental delay,ALL,ALL,6
31DEC2025,QLD,Mackay,Hearing Impairment,ALL,ALL,6
31DEC2025,QLD,Mackay,Intellectual Disability,ALL,ALL,85
31DEC2025,QLD,Mackay,Multiple Sclerosis,ALL,ALL,7
31DEC2025,QLD,Mackay,Other,ALL,ALL,19
31DEC2025,QLD,Mackay,Other Neurological,ALL,ALL,40
31DEC2025,QLD,Mackay,Other Physical,ALL,ALL,23
31DEC2025,QLD,Mackay,Other Sensory/Speech,ALL,ALL,1
31DEC2025,QLD,Mackay,Psychosocial disability,ALL,ALL,59
31DEC2025,QLD,Mackay,Spinal Cord Injury,ALL,ALL,13
31DEC2025,QLD,Mackay,Stroke,ALL,ALL,36
31DEC2025,QLD,Mackay,Visual Impairment,ALL,ALL,5
31DEC2025,QLD,Maroochydore,ABI,ALL,ALL,128
31DEC2025,QLD,Maroochydore,Autism,ALL,ALL,227
31DEC2025,QLD,Maroochydore,Cerebral Palsy,ALL,ALL,71
31DEC2025,QLD,Maroochydore,Developmental delay,ALL,ALL,15
31DEC2025,QLD,Maroochydore,Down Syndrome,ALL,ALL,59
31DEC2025,QLD,Maroochydore,Global developmental delay,ALL,ALL,10
31DEC2025,QLD,Maroochydore,Hearing Impairment,ALL,ALL,9
31DEC2025,QLD,Maroochydore,Intellectual Disability,ALL,ALL,189
31DEC2025,QLD,Maroochydore,Multiple Sclerosis,ALL,ALL,34
31DEC2025,QLD,Maroochydore,Other,ALL,ALL,71
31DEC2025,QLD,Maroochydore,Other Neurological,ALL,ALL,97
31DEC2025,QLD,Maroochydore,Other Physical,ALL,ALL,56
31DEC2025,QLD,Maroochydore,Psychosocial disability,ALL,ALL,155
31DEC2025,QLD,Maroochydore,Spinal Cord Injury,ALL,ALL,34
31DEC2025,QLD,Maroochydore,Stroke,ALL,ALL,55
31DEC2025,QLD,Maroochydore,Visual Impairment,ALL,ALL,20
31DEC2025,QLD,Maryborough,ABI,ALL,ALL,50
31DEC2025,QLD,Maryborough,Autism,ALL,ALL,90
31DEC2025,QLD,Maryborough,Cerebral Palsy,ALL,ALL,47
31DEC2025,QLD,Maryborough,Developmental delay,ALL,ALL,16
31DEC2025,QLD,Maryborough,Down Syndrome,ALL,ALL,26
31DEC2025,QLD,Maryborough,Hearing Impairment,ALL,ALL,11
31DEC2025,QLD,Maryborough,Intellectual Disability,ALL,ALL,96
31DEC2025,QLD,Maryborough,Multiple Sclerosis,ALL,ALL,14
31DEC2025,QLD,Maryborough,Other,ALL,ALL,12
31DEC2025,QLD,Maryborough,Other Neurological,ALL,ALL,49
31DEC2025,QLD,Maryborough,Other Physical,ALL,ALL,26
31DEC2025,QLD,Maryborough,Other Sensory/Speech,ALL,ALL,3
31DEC2025,QLD,Maryborough,Psychosocial disability,ALL,ALL,63
31DEC2025,QLD,Maryborough,Spinal Cord Injury,ALL,ALL,11
31DEC2025,QLD,Maryborough,Stroke,ALL,ALL,20
31DEC2025,QLD,Maryborough,Visual Impairment,ALL,ALL,6
31DEC2025,QLD,Other,ABI,ALL,ALL,26
31DEC2025,QLD,Other,Autism,ALL,ALL,7
31DEC2025,QLD,Other,Cerebral Palsy,ALL,ALL,21
31DEC2025,QLD,Other,Developmental delay,ALL,ALL,54
31DEC2025,QLD,Other,Down Syndrome,ALL,ALL,14
31DEC2025,QLD,Other,Global developmental delay,ALL,ALL,6
31DEC2025,QLD,Other,Intellectual Disability,ALL,ALL,65
31DEC2025,QLD,Other,Multiple Sclerosis,ALL,ALL,10
31DEC2025,QLD,Other,Other,ALL,ALL,13
31DEC2025,QLD,Other,Other Neurological,ALL,ALL,54
31DEC2025,QLD,Other,Other Physical,ALL,ALL,20
31DEC2025,QLD,Other,Psychosocial disability,ALL,ALL,50
31DEC2025,QLD,Other,Spinal Cord Injury,ALL,ALL,2
31DEC2025,QLD,Other,Stroke,ALL,ALL,14
31DEC2025,QLD,Other,Visual Impairment,ALL,ALL,3
31DEC2025,QLD,Robina,ABI,ALL,ALL,179
31DEC2025,QLD,Robina,Autism,ALL,ALL,264
31DEC2025,QLD,Robina,Cerebral Palsy,ALL,ALL,94
31DEC2025,QLD,Robina,Developmental delay,ALL,ALL,5
31DEC2025,QLD,Robina,Down Syndrome,ALL,ALL,71
31DEC2025,QLD,Robina,DsbltyGrp_Missing,ALL,ALL,2
31DEC2025,QLD,Robina,Global developmental delay,ALL,ALL,8
31DEC2025,QLD,Robina,Hearing Impairment,ALL,ALL,14
31DEC2025,QLD,Robina,Intellectual Disability,ALL,ALL,301
31DEC2025,QLD,Robina,Multiple Sclerosis,ALL,ALL,63
31DEC2025,QLD,Robina,Other,ALL,ALL,54
31DEC2025,QLD,Robina,Other Neurological,ALL,ALL,162
31DEC2025,QLD,Robina,Other Physical,ALL,ALL,87
31DEC2025,QLD,Robina,Psychosocial disability,ALL,ALL,235
31DEC2025,QLD,Robina,Spinal Cord Injury,ALL,ALL,49
31DEC2025,QLD,Robina,Stroke,ALL,ALL,68
31DEC2025,QLD,Robina,Visual Impairment,ALL,ALL,10
31DEC2025,QLD,Rockhampton,ABI,ALL,ALL,66
31DEC2025,QLD,Rockhampton,Autism,ALL,ALL,113
31DEC2025,QLD,Rockhampton,Cerebral Palsy,ALL,ALL,46
31DEC2025,QLD,Rockhampton,Developmental delay,ALL,ALL,19
31DEC2025,QLD,Rockhampton,Down Syndrome,ALL,ALL,27
31DEC2025,QLD,Rockhampton,DsbltyGrp_Missing,ALL,ALL,1
31DEC2025,QLD,Rockhampton,Global developmental delay,ALL,ALL,6
31DEC2025,QLD,Rockhampton,Hearing Impairment,ALL,ALL,11
31DEC2025,QLD,Rockhampton,Intellectual Disability,ALL,ALL,113
31DEC2025,QLD,Rockhampton,Multiple Sclerosis,ALL,ALL,9
31DEC2025,QLD,Rockhampton,Other,ALL,ALL,27
31DEC2025,QLD,Rockhampton,Other Neurological,ALL,ALL,63
31DEC2025,QLD,Rockhampton,Other Physical,ALL,ALL,34
31DEC2025,QLD,Rockhampton,Other Sensory/Speech,ALL,ALL,2
31DEC2025,QLD,Rockhampton,Psychosocial disability,ALL,ALL,92
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,ALL,ALL,10
31DEC2025,QLD,Rockhampton,Stroke,ALL,ALL,26
31DEC2025,QLD,Rockhampton,Visual Impairment,ALL,ALL,10
31DEC2025,QLD,Toowoomba,ABI,ALL,ALL,122
31DEC2025,QLD,Toowoomba,Autism,ALL,ALL,172
31DEC2025,QLD,Toowoomba,Cerebral Palsy,ALL,ALL,73
31DEC2025,QLD,Toowoomba,Developmental delay,ALL,ALL,19
31DEC2025,QLD,Toowoomba,Down Syndrome,ALL,ALL,64
