RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppClass,PrvdrCnt
31DEC2025,ALL,ALL,ALL,ALL,ALL,10335
31DEC2025,ACT,ALL,ALL,ALL,ALL,334
31DEC2025,NSW,ALL,ALL,ALL,ALL,4558
31DEC2025,NT,ALL,ALL,ALL,ALL,296
31DEC2025,OT,ALL,ALL,ALL,ALL,7
31DEC2025,QLD,ALL,ALL,ALL,ALL,2594
31DEC2025,SA,ALL,ALL,ALL,ALL,934
31DEC2025,State_Missing,ALL,ALL,ALL,ALL,42
31DEC2025,TAS,ALL,ALL,ALL,ALL,355
31DEC2025,VIC,ALL,ALL,ALL,ALL,2945
31DEC2025,WA,ALL,ALL,ALL,ALL,1279
31DEC2025,ALL,ACT,ALL,ALL,ALL,332
31DEC2025,ALL,Adelaide Hills,ALL,ALL,ALL,124
31DEC2025,ALL,Barkly,ALL,ALL,ALL,29
31DEC2025,ALL,"Barossa, Light and Lower North",ALL,ALL,ALL,152
31DEC2025,ALL,Barwon,ALL,ALL,ALL,442
31DEC2025,ALL,Bayside Peninsula,ALL,ALL,ALL,886
31DEC2025,ALL,Beenleigh,ALL,ALL,ALL,882
31DEC2025,ALL,Brimbank Melton,ALL,ALL,ALL,822
31DEC2025,ALL,Brisbane,ALL,ALL,ALL,1164
31DEC2025,ALL,Bundaberg,ALL,ALL,ALL,157
31DEC2025,ALL,Caboolture/Strathpine,ALL,ALL,ALL,767
31DEC2025,ALL,Cairns,ALL,ALL,ALL,234
31DEC2025,ALL,Central Australia,ALL,ALL,ALL,106
31DEC2025,ALL,Central Coast,ALL,ALL,ALL,575
31DEC2025,ALL,Central Highlands,ALL,ALL,ALL,367
31DEC2025,ALL,Central North Metro,ALL,ALL,ALL,529
31DEC2025,ALL,Central South Metro,ALL,ALL,ALL,525
31DEC2025,ALL,Darwin Remote,ALL,ALL,ALL,40
31DEC2025,ALL,Darwin Urban,ALL,ALL,ALL,206
31DEC2025,ALL,East Arnhem,ALL,ALL,ALL,31
31DEC2025,ALL,Eastern Adelaide,ALL,ALL,ALL,305
31DEC2025,ALL,Eyre and Western,ALL,ALL,ALL,67
31DEC2025,ALL,Far North (SA),ALL,ALL,ALL,50
31DEC2025,ALL,Far West,ALL,ALL,ALL,51
31DEC2025,ALL,Fleurieu and Kangaroo Island,ALL,ALL,ALL,104
31DEC2025,ALL,Goldfields-Esperance,ALL,ALL,ALL,44
31DEC2025,ALL,Goulburn,ALL,ALL,ALL,327
31DEC2025,ALL,Great Southern,ALL,ALL,ALL,65
31DEC2025,ALL,Hume Moreland,ALL,ALL,ALL,903
31DEC2025,ALL,Hunter New England,ALL,ALL,ALL,1123
31DEC2025,ALL,Illawarra Shoalhaven,ALL,ALL,ALL,455
31DEC2025,ALL,Inner East Melbourne,ALL,ALL,ALL,676
31DEC2025,ALL,Inner Gippsland,ALL,ALL,ALL,288
31DEC2025,ALL,Ipswich,ALL,ALL,ALL,800
31DEC2025,ALL,Katherine,ALL,ALL,ALL,48
31DEC2025,ALL,Kimberley-Pilbara,ALL,ALL,ALL,76
31DEC2025,ALL,Limestone Coast,ALL,ALL,ALL,68
31DEC2025,ALL,Loddon,ALL,ALL,ALL,332
31DEC2025,ALL,Mackay,ALL,ALL,ALL,155
31DEC2025,ALL,Mallee,ALL,ALL,ALL,95
31DEC2025,ALL,Maroochydore,ALL,ALL,ALL,462
31DEC2025,ALL,Maryborough,ALL,ALL,ALL,215
31DEC2025,ALL,Mid North Coast,ALL,ALL,ALL,271
31DEC2025,ALL,Midwest-Gascoyne,ALL,ALL,ALL,71
31DEC2025,ALL,Murray and Mallee,ALL,ALL,ALL,114
31DEC2025,ALL,Murrumbidgee,ALL,ALL,ALL,281
31DEC2025,ALL,Nepean Blue Mountains,ALL,ALL,ALL,984
31DEC2025,ALL,North East Melbourne,ALL,ALL,ALL,1029
31DEC2025,ALL,North East Metro,ALL,ALL,ALL,646
31DEC2025,ALL,North Metro,ALL,ALL,ALL,492
31DEC2025,ALL,North Sydney,ALL,ALL,ALL,834
31DEC2025,ALL,Northern Adelaide,ALL,ALL,ALL,662
31DEC2025,ALL,Northern NSW,ALL,ALL,ALL,296
31DEC2025,ALL,Other,ALL,ALL,ALL,1170
31DEC2025,ALL,Outer East Melbourne,ALL,ALL,ALL,573
31DEC2025,ALL,Outer Gippsland,ALL,ALL,ALL,145
31DEC2025,ALL,Ovens Murray,ALL,ALL,ALL,184
31DEC2025,ALL,Robina,ALL,ALL,ALL,649
31DEC2025,ALL,Rockhampton,ALL,ALL,ALL,234
31DEC2025,ALL,South East Metro,ALL,ALL,ALL,610
31DEC2025,ALL,South Eastern Sydney,ALL,ALL,ALL,990
31DEC2025,ALL,South Metro,ALL,ALL,ALL,606
31DEC2025,ALL,South West,ALL,ALL,ALL,194
31DEC2025,ALL,South Western Sydney,ALL,ALL,ALL,2090
31DEC2025,ALL,Southern Adelaide,ALL,ALL,ALL,433
31DEC2025,ALL,Southern Melbourne,ALL,ALL,ALL,873
31DEC2025,ALL,Southern NSW,ALL,ALL,ALL,242
31DEC2025,ALL,Sydney,ALL,ALL,ALL,937
31DEC2025,ALL,TAS North,ALL,ALL,ALL,130
31DEC2025,ALL,TAS North West,ALL,ALL,ALL,132
31DEC2025,ALL,TAS South East,ALL,ALL,ALL,193
31DEC2025,ALL,TAS South West,ALL,ALL,ALL,182
31DEC2025,ALL,Toowoomba,ALL,ALL,ALL,399
31DEC2025,ALL,Townsville,ALL,ALL,ALL,315
31DEC2025,ALL,Western Adelaide,ALL,ALL,ALL,326
31DEC2025,ALL,Western District,ALL,ALL,ALL,162
31DEC2025,ALL,Western Melbourne,ALL,ALL,ALL,987
31DEC2025,ALL,Western NSW,ALL,ALL,ALL,363
31DEC2025,ALL,Western Sydney,ALL,ALL,ALL,1881
31DEC2025,ALL,Wheat Belt,ALL,ALL,ALL,106
31DEC2025,ALL,Yorke and Mid North,ALL,ALL,ALL,92
31DEC2025,ALL,ALL,ABI,ALL,ALL,3883
31DEC2025,ALL,ALL,Autism,ALL,ALL,5960
31DEC2025,ALL,ALL,Cerebral Palsy,ALL,ALL,3147
31DEC2025,ALL,ALL,Developmental delay,ALL,ALL,948
31DEC2025,ALL,ALL,Down Syndrome,ALL,ALL,2500
31DEC2025,ALL,ALL,DsbltyGrp_Missing,ALL,ALL,97
31DEC2025,ALL,ALL,Global developmental delay,ALL,ALL,698
31DEC2025,ALL,ALL,Hearing Impairment,ALL,ALL,878
31DEC2025,ALL,ALL,Intellectual Disability,ALL,ALL,6868
31DEC2025,ALL,ALL,Multiple Sclerosis,ALL,ALL,1542
31DEC2025,ALL,ALL,Other,ALL,ALL,1926
31DEC2025,ALL,ALL,Other Neurological,ALL,ALL,3738
31DEC2025,ALL,ALL,Other Physical,ALL,ALL,2426
31DEC2025,ALL,ALL,Other Sensory/Speech,ALL,ALL,194
31DEC2025,ALL,ALL,Psychosocial disability,ALL,ALL,5587
31DEC2025,ALL,ALL,Spinal Cord Injury,ALL,ALL,1292
31DEC2025,ALL,ALL,Stroke,ALL,ALL,2408
31DEC2025,ALL,ALL,Visual Impairment,ALL,ALL,1283
31DEC2025,ALL,ALL,ALL,0 to 8,ALL,1951
31DEC2025,ALL,ALL,ALL,15 to 18,ALL,3227
31DEC2025,ALL,ALL,ALL,19 to 24,ALL,4437
31DEC2025,ALL,ALL,ALL,25 to 34,ALL,5621
31DEC2025,ALL,ALL,ALL,35 to 44,ALL,5667
31DEC2025,ALL,ALL,ALL,45 to 54,ALL,5880
31DEC2025,ALL,ALL,ALL,55 to 64,ALL,6160
31DEC2025,ALL,ALL,ALL,65+,ALL,4942
31DEC2025,ALL,ALL,ALL,9 to 14,ALL,3317
31DEC2025,ALL,ALL,ALL,Age_Missing,ALL,40
31DEC2025,ALL,ALL,ALL,ALL,Capacity Building,6472
31DEC2025,ALL,ALL,ALL,ALL,Capital,900
31DEC2025,ALL,ALL,ALL,ALL,Core,6506
31DEC2025,ACT,ACT,ALL,ALL,ALL,332
31DEC2025,ACT,Other,ALL,ALL,ALL,24
31DEC2025,NSW,Central Coast,ALL,ALL,ALL,575
31DEC2025,NSW,Far West,ALL,ALL,ALL,51
31DEC2025,NSW,Hunter New England,ALL,ALL,ALL,1123
31DEC2025,NSW,Illawarra Shoalhaven,ALL,ALL,ALL,455
31DEC2025,NSW,Mid North Coast,ALL,ALL,ALL,271
31DEC2025,NSW,Murrumbidgee,ALL,ALL,ALL,281
31DEC2025,NSW,Nepean Blue Mountains,ALL,ALL,ALL,984
31DEC2025,NSW,North Sydney,ALL,ALL,ALL,834
31DEC2025,NSW,Northern NSW,ALL,ALL,ALL,296
31DEC2025,NSW,Other,ALL,ALL,ALL,421
31DEC2025,NSW,South Eastern Sydney,ALL,ALL,ALL,990
31DEC2025,NSW,South Western Sydney,ALL,ALL,ALL,2090
31DEC2025,NSW,Southern NSW,ALL,ALL,ALL,242
31DEC2025,NSW,Sydney,ALL,ALL,ALL,937
31DEC2025,NSW,Western NSW,ALL,ALL,ALL,363
31DEC2025,NSW,Western Sydney,ALL,ALL,ALL,1881
31DEC2025,NT,Barkly,ALL,ALL,ALL,29
31DEC2025,NT,Central Australia,ALL,ALL,ALL,106
31DEC2025,NT,Darwin Remote,ALL,ALL,ALL,40
31DEC2025,NT,Darwin Urban,ALL,ALL,ALL,206
31DEC2025,NT,East Arnhem,ALL,ALL,ALL,31
31DEC2025,NT,Katherine,ALL,ALL,ALL,48
31DEC2025,NT,Other,ALL,ALL,ALL,53
31DEC2025,OT,Other,ALL,ALL,ALL,7
31DEC2025,QLD,Beenleigh,ALL,ALL,ALL,882
31DEC2025,QLD,Brisbane,ALL,ALL,ALL,1164
31DEC2025,QLD,Bundaberg,ALL,ALL,ALL,157
31DEC2025,QLD,Caboolture/Strathpine,ALL,ALL,ALL,767
31DEC2025,QLD,Cairns,ALL,ALL,ALL,234
31DEC2025,QLD,Ipswich,ALL,ALL,ALL,800
31DEC2025,QLD,Mackay,ALL,ALL,ALL,155
31DEC2025,QLD,Maroochydore,ALL,ALL,ALL,462
31DEC2025,QLD,Maryborough,ALL,ALL,ALL,215
31DEC2025,QLD,Other,ALL,ALL,ALL,251
31DEC2025,QLD,Robina,ALL,ALL,ALL,649
31DEC2025,QLD,Rockhampton,ALL,ALL,ALL,234
31DEC2025,QLD,Toowoomba,ALL,ALL,ALL,399
31DEC2025,QLD,Townsville,ALL,ALL,ALL,315
31DEC2025,SA,Adelaide Hills,ALL,ALL,ALL,124
31DEC2025,SA,"Barossa, Light and Lower North",ALL,ALL,ALL,152
31DEC2025,SA,Eastern Adelaide,ALL,ALL,ALL,305
31DEC2025,SA,Eyre and Western,ALL,ALL,ALL,67
31DEC2025,SA,Far North (SA),ALL,ALL,ALL,50
31DEC2025,SA,Fleurieu and Kangaroo Island,ALL,ALL,ALL,104
31DEC2025,SA,Limestone Coast,ALL,ALL,ALL,68
31DEC2025,SA,Murray and Mallee,ALL,ALL,ALL,114
31DEC2025,SA,Northern Adelaide,ALL,ALL,ALL,662
31DEC2025,SA,Other,ALL,ALL,ALL,99
31DEC2025,SA,Southern Adelaide,ALL,ALL,ALL,433
31DEC2025,SA,Western Adelaide,ALL,ALL,ALL,326
31DEC2025,SA,Yorke and Mid North,ALL,ALL,ALL,92
31DEC2025,State_Missing,Other,ALL,ALL,ALL,42
31DEC2025,TAS,Other,ALL,ALL,ALL,31
31DEC2025,TAS,TAS North,ALL,ALL,ALL,130
31DEC2025,TAS,TAS North West,ALL,ALL,ALL,132
31DEC2025,TAS,TAS South East,ALL,ALL,ALL,193
31DEC2025,TAS,TAS South West,ALL,ALL,ALL,182
31DEC2025,VIC,Barwon,ALL,ALL,ALL,442
31DEC2025,VIC,Bayside Peninsula,ALL,ALL,ALL,886
31DEC2025,VIC,Brimbank Melton,ALL,ALL,ALL,822
31DEC2025,VIC,Central Highlands,ALL,ALL,ALL,367
31DEC2025,VIC,Goulburn,ALL,ALL,ALL,327
31DEC2025,VIC,Hume Moreland,ALL,ALL,ALL,903
31DEC2025,VIC,Inner East Melbourne,ALL,ALL,ALL,676
31DEC2025,VIC,Inner Gippsland,ALL,ALL,ALL,288
31DEC2025,VIC,Loddon,ALL,ALL,ALL,332
31DEC2025,VIC,Mallee,ALL,ALL,ALL,95
31DEC2025,VIC,North East Melbourne,ALL,ALL,ALL,1029
31DEC2025,VIC,Other,ALL,ALL,ALL,249
31DEC2025,VIC,Outer East Melbourne,ALL,ALL,ALL,573
31DEC2025,VIC,Outer Gippsland,ALL,ALL,ALL,145
31DEC2025,VIC,Ovens Murray,ALL,ALL,ALL,184
31DEC2025,VIC,Southern Melbourne,ALL,ALL,ALL,873
31DEC2025,VIC,Western District,ALL,ALL,ALL,162
31DEC2025,VIC,Western Melbourne,ALL,ALL,ALL,987
31DEC2025,WA,Central North Metro,ALL,ALL,ALL,529
31DEC2025,WA,Central South Metro,ALL,ALL,ALL,525
31DEC2025,WA,Goldfields-Esperance,ALL,ALL,ALL,44
31DEC2025,WA,Great Southern,ALL,ALL,ALL,65
31DEC2025,WA,Kimberley-Pilbara,ALL,ALL,ALL,76
31DEC2025,WA,Midwest-Gascoyne,ALL,ALL,ALL,71
31DEC2025,WA,North East Metro,ALL,ALL,ALL,646
31DEC2025,WA,North Metro,ALL,ALL,ALL,492
31DEC2025,WA,Other,ALL,ALL,ALL,146
31DEC2025,WA,South East Metro,ALL,ALL,ALL,610
31DEC2025,WA,South Metro,ALL,ALL,ALL,606
31DEC2025,WA,South West,ALL,ALL,ALL,194
31DEC2025,WA,Wheat Belt,ALL,ALL,ALL,106
31DEC2025,ALL,ALL,ALL,0 to 8,Capacity Building,1811
31DEC2025,ALL,ALL,ALL,0 to 8,Capital,42
31DEC2025,ALL,ALL,ALL,0 to 8,Core,201
31DEC2025,ALL,ALL,ALL,15 to 18,Capacity Building,2704
31DEC2025,ALL,ALL,ALL,15 to 18,Capital,69
31DEC2025,ALL,ALL,ALL,15 to 18,Core,836
31DEC2025,ALL,ALL,ALL,19 to 24,Capacity Building,3083
31DEC2025,ALL,ALL,ALL,19 to 24,Capital,246
31DEC2025,ALL,ALL,ALL,19 to 24,Core,1932
31DEC2025,ALL,ALL,ALL,25 to 34,Capacity Building,3535
31DEC2025,ALL,ALL,ALL,25 to 34,Capital,398
31DEC2025,ALL,ALL,ALL,25 to 34,Core,2964
31DEC2025,ALL,ALL,ALL,35 to 44,Capacity Building,3478
31DEC2025,ALL,ALL,ALL,35 to 44,Capital,436
31DEC2025,ALL,ALL,ALL,35 to 44,Core,3080
31DEC2025,ALL,ALL,ALL,45 to 54,Capacity Building,3643
31DEC2025,ALL,ALL,ALL,45 to 54,Capital,493
31DEC2025,ALL,ALL,ALL,45 to 54,Core,3219
31DEC2025,ALL,ALL,ALL,55 to 64,Capacity Building,3764
31DEC2025,ALL,ALL,ALL,55 to 64,Capital,562
31DEC2025,ALL,ALL,ALL,55 to 64,Core,3405
31DEC2025,ALL,ALL,ALL,65+,Capacity Building,3059
31DEC2025,ALL,ALL,ALL,65+,Capital,504
31DEC2025,ALL,ALL,ALL,65+,Core,2520
31DEC2025,ALL,ALL,ALL,9 to 14,Capacity Building,2913
31DEC2025,ALL,ALL,ALL,9 to 14,Capital,86
31DEC2025,ALL,ALL,ALL,9 to 14,Core,670
31DEC2025,ALL,ALL,ALL,Age_Missing,Capacity Building,4
31DEC2025,ALL,ALL,ALL,Age_Missing,Capital,1
31DEC2025,ALL,ALL,ALL,Age_Missing,Core,37
31DEC2025,ACT,ALL,ABI,ALL,ALL,76
31DEC2025,ACT,ALL,Autism,ALL,ALL,162
31DEC2025,ACT,ALL,Cerebral Palsy,ALL,ALL,61
31DEC2025,ACT,ALL,Developmental delay,ALL,ALL,25
31DEC2025,ACT,ALL,Down Syndrome,ALL,ALL,78
31DEC2025,ACT,ALL,Global developmental delay,ALL,ALL,13
31DEC2025,ACT,ALL,Hearing Impairment,ALL,ALL,16
31DEC2025,ACT,ALL,Intellectual Disability,ALL,ALL,171
31DEC2025,ACT,ALL,Multiple Sclerosis,ALL,ALL,40
31DEC2025,ACT,ALL,Other,ALL,ALL,39
31DEC2025,ACT,ALL,Other Neurological,ALL,ALL,73
31DEC2025,ACT,ALL,Other Physical,ALL,ALL,54
31DEC2025,ACT,ALL,Other Sensory/Speech,ALL,ALL,1
31DEC2025,ACT,ALL,Psychosocial disability,ALL,ALL,128
31DEC2025,ACT,ALL,Spinal Cord Injury,ALL,ALL,17
31DEC2025,ACT,ALL,Stroke,ALL,ALL,53
31DEC2025,ACT,ALL,Visual Impairment,ALL,ALL,23
31DEC2025,NSW,ALL,ABI,ALL,ALL,1456
31DEC2025,NSW,ALL,Autism,ALL,ALL,2582
31DEC2025,NSW,ALL,Cerebral Palsy,ALL,ALL,1331
31DEC2025,NSW,ALL,Developmental delay,ALL,ALL,363
31DEC2025,NSW,ALL,Down Syndrome,ALL,ALL,1061
31DEC2025,NSW,ALL,DsbltyGrp_Missing,ALL,ALL,32
31DEC2025,NSW,ALL,Global developmental delay,ALL,ALL,301
31DEC2025,NSW,ALL,Hearing Impairment,ALL,ALL,410
31DEC2025,NSW,ALL,Intellectual Disability,ALL,ALL,2914
31DEC2025,NSW,ALL,Multiple Sclerosis,ALL,ALL,671
31DEC2025,NSW,ALL,Other,ALL,ALL,779
31DEC2025,NSW,ALL,Other Neurological,ALL,ALL,1611
31DEC2025,NSW,ALL,Other Physical,ALL,ALL,1038
31DEC2025,NSW,ALL,Other Sensory/Speech,ALL,ALL,91
31DEC2025,NSW,ALL,Psychosocial disability,ALL,ALL,2359
31DEC2025,NSW,ALL,Spinal Cord Injury,ALL,ALL,533
31DEC2025,NSW,ALL,Stroke,ALL,ALL,1083
31DEC2025,NSW,ALL,Visual Impairment,ALL,ALL,578
31DEC2025,NT,ALL,ABI,ALL,ALL,114
31DEC2025,NT,ALL,Autism,ALL,ALL,116
31DEC2025,NT,ALL,Cerebral Palsy,ALL,ALL,75
31DEC2025,NT,ALL,Developmental delay,ALL,ALL,38
31DEC2025,NT,ALL,Down Syndrome,ALL,ALL,39
31DEC2025,NT,ALL,DsbltyGrp_Missing,ALL,ALL,3
31DEC2025,NT,ALL,Global developmental delay,ALL,ALL,28
31DEC2025,NT,ALL,Hearing Impairment,ALL,ALL,39
31DEC2025,NT,ALL,Intellectual Disability,ALL,ALL,166
31DEC2025,NT,ALL,Multiple Sclerosis,ALL,ALL,9
31DEC2025,NT,ALL,Other,ALL,ALL,70
31DEC2025,NT,ALL,Other Neurological,ALL,ALL,80
31DEC2025,NT,ALL,Other Physical,ALL,ALL,52
31DEC2025,NT,ALL,Other Sensory/Speech,ALL,ALL,4
31DEC2025,NT,ALL,Psychosocial disability,ALL,ALL,112
31DEC2025,NT,ALL,Spinal Cord Injury,ALL,ALL,44
31DEC2025,NT,ALL,Stroke,ALL,ALL,91
31DEC2025,NT,ALL,Visual Impairment,ALL,ALL,29
31DEC2025,OT,ALL,Autism,ALL,ALL,6
31DEC2025,OT,ALL,Global developmental delay,ALL,ALL,1
31DEC2025,OT,ALL,Intellectual Disability,ALL,ALL,2
31DEC2025,OT,ALL,Stroke,ALL,ALL,2
31DEC2025,QLD,ALL,ABI,ALL,ALL,981
31DEC2025,QLD,ALL,Autism,ALL,ALL,1434
31DEC2025,QLD,ALL,Cerebral Palsy,ALL,ALL,740
31DEC2025,QLD,ALL,Developmental delay,ALL,ALL,218
31DEC2025,QLD,ALL,Down Syndrome,ALL,ALL,551
31DEC2025,QLD,ALL,DsbltyGrp_Missing,ALL,ALL,4
31DEC2025,QLD,ALL,Global developmental delay,ALL,ALL,146
31DEC2025,QLD,ALL,Hearing Impairment,ALL,ALL,141
31DEC2025,QLD,ALL,Intellectual Disability,ALL,ALL,1590
31DEC2025,QLD,ALL,Multiple Sclerosis,ALL,ALL,278
31DEC2025,QLD,ALL,Other,ALL,ALL,418
31DEC2025,QLD,ALL,Other Neurological,ALL,ALL,876
31DEC2025,QLD,ALL,Other Physical,ALL,ALL,510
31DEC2025,QLD,ALL,Other Sensory/Speech,ALL,ALL,22
31DEC2025,QLD,ALL,Psychosocial disability,ALL,ALL,1323
31DEC2025,QLD,ALL,Spinal Cord Injury,ALL,ALL,285
31DEC2025,QLD,ALL,Stroke,ALL,ALL,505
31DEC2025,QLD,ALL,Visual Impairment,ALL,ALL,210
31DEC2025,SA,ALL,ABI,ALL,ALL,294
31DEC2025,SA,ALL,Autism,ALL,ALL,482
31DEC2025,SA,ALL,Cerebral Palsy,ALL,ALL,213
31DEC2025,SA,ALL,Developmental delay,ALL,ALL,70
31DEC2025,SA,ALL,Down Syndrome,ALL,ALL,179
31DEC2025,SA,ALL,DsbltyGrp_Missing,ALL,ALL,3
31DEC2025,SA,ALL,Global developmental delay,ALL,ALL,53
31DEC2025,SA,ALL,Hearing Impairment,ALL,ALL,44
31DEC2025,SA,ALL,Intellectual Disability,ALL,ALL,543
31DEC2025,SA,ALL,Multiple Sclerosis,ALL,ALL,97
31DEC2025,SA,ALL,Other,ALL,ALL,147
31DEC2025,SA,ALL,Other Neurological,ALL,ALL,278
31DEC2025,SA,ALL,Other Physical,ALL,ALL,157
31DEC2025,SA,ALL,Other Sensory/Speech,ALL,ALL,12
31DEC2025,SA,ALL,Psychosocial disability,ALL,ALL,379
31DEC2025,SA,ALL,Spinal Cord Injury,ALL,ALL,73
31DEC2025,SA,ALL,Stroke,ALL,ALL,157
31DEC2025,SA,ALL,Visual Impairment,ALL,ALL,61
31DEC2025,State_Missing,ALL,DsbltyGrp_Missing,ALL,ALL,40
31DEC2025,State_Missing,ALL,Intellectual Disability,ALL,ALL,2
31DEC2025,TAS,ALL,ABI,ALL,ALL,115
31DEC2025,TAS,ALL,Autism,ALL,ALL,203
31DEC2025,TAS,ALL,Cerebral Palsy,ALL,ALL,103
31DEC2025,TAS,ALL,Developmental delay,ALL,ALL,16
31DEC2025,TAS,ALL,Down Syndrome,ALL,ALL,80
31DEC2025,TAS,ALL,DsbltyGrp_Missing,ALL,ALL,1
31DEC2025,TAS,ALL,Global developmental delay,ALL,ALL,15
31DEC2025,TAS,ALL,Hearing Impairment,ALL,ALL,30
31DEC2025,TAS,ALL,Intellectual Disability,ALL,ALL,213
31DEC2025,TAS,ALL,Multiple Sclerosis,ALL,ALL,37
31DEC2025,TAS,ALL,Other,ALL,ALL,44
31DEC2025,TAS,ALL,Other Neurological,ALL,ALL,101
31DEC2025,TAS,ALL,Other Physical,ALL,ALL,67
31DEC2025,TAS,ALL,Other Sensory/Speech,ALL,ALL,2
31DEC2025,TAS,ALL,Psychosocial disability,ALL,ALL,155
31DEC2025,TAS,ALL,Spinal Cord Injury,ALL,ALL,36
31DEC2025,TAS,ALL,Stroke,ALL,ALL,54
31DEC2025,TAS,ALL,Visual Impairment,ALL,ALL,25
31DEC2025,VIC,ALL,ABI,ALL,ALL,970
31DEC2025,VIC,ALL,Autism,ALL,ALL,1556
31DEC2025,VIC,ALL,Cerebral Palsy,ALL,ALL,700
31DEC2025,VIC,ALL,Developmental delay,ALL,ALL,254
31DEC2025,VIC,ALL,Down Syndrome,ALL,ALL,560
31DEC2025,VIC,ALL,DsbltyGrp_Missing,ALL,ALL,11
31DEC2025,VIC,ALL,Global developmental delay,ALL,ALL,145
31DEC2025,VIC,ALL,Hearing Impairment,ALL,ALL,235
31DEC2025,VIC,ALL,Intellectual Disability,ALL,ALL,1780
31DEC2025,VIC,ALL,Multiple Sclerosis,ALL,ALL,451
31DEC2025,VIC,ALL,Other,ALL,ALL,422
31DEC2025,VIC,ALL,Other Neurological,ALL,ALL,817
31DEC2025,VIC,ALL,Other Physical,ALL,ALL,570
31DEC2025,VIC,ALL,Other Sensory/Speech,ALL,ALL,45
31DEC2025,VIC,ALL,Psychosocial disability,ALL,ALL,1476
31DEC2025,VIC,ALL,Spinal Cord Injury,ALL,ALL,261
31DEC2025,VIC,ALL,Stroke,ALL,ALL,497
31DEC2025,VIC,ALL,Visual Impairment,ALL,ALL,348
31DEC2025,WA,ALL,ABI,ALL,ALL,457
31DEC2025,WA,ALL,Autism,ALL,ALL,679
31DEC2025,WA,ALL,Cerebral Palsy,ALL,ALL,353
31DEC2025,WA,ALL,Developmental delay,ALL,ALL,106
31DEC2025,WA,ALL,Down Syndrome,ALL,ALL,274
31DEC2025,WA,ALL,DsbltyGrp_Missing,ALL,ALL,4
31DEC2025,WA,ALL,Global developmental delay,ALL,ALL,82
31DEC2025,WA,ALL,Hearing Impairment,ALL,ALL,97
31DEC2025,WA,ALL,Intellectual Disability,ALL,ALL,751
31DEC2025,WA,ALL,Multiple Sclerosis,ALL,ALL,150
31DEC2025,WA,ALL,Other,ALL,ALL,216
31DEC2025,WA,ALL,Other Neurological,ALL,ALL,443
31DEC2025,WA,ALL,Other Physical,ALL,ALL,267
31DEC2025,WA,ALL,Other Sensory/Speech,ALL,ALL,24
31DEC2025,WA,ALL,Psychosocial disability,ALL,ALL,569
31DEC2025,WA,ALL,Spinal Cord Injury,ALL,ALL,193
31DEC2025,WA,ALL,Stroke,ALL,ALL,239
31DEC2025,WA,ALL,Visual Impairment,ALL,ALL,116
31DEC2025,ACT,ALL,ALL,0 to 8,ALL,51
31DEC2025,ACT,ALL,ALL,15 to 18,ALL,64
31DEC2025,ACT,ALL,ALL,19 to 24,ALL,91
31DEC2025,ACT,ALL,ALL,25 to 34,ALL,120
31DEC2025,ACT,ALL,ALL,35 to 44,ALL,138
31DEC2025,ACT,ALL,ALL,45 to 54,ALL,160
31DEC2025,ACT,ALL,ALL,55 to 64,ALL,163
31DEC2025,ACT,ALL,ALL,65+,ALL,137
31DEC2025,ACT,ALL,ALL,9 to 14,ALL,77
31DEC2025,NSW,ALL,ALL,0 to 8,ALL,829
31DEC2025,NSW,ALL,ALL,15 to 18,ALL,1409
31DEC2025,NSW,ALL,ALL,19 to 24,ALL,1871
31DEC2025,NSW,ALL,ALL,25 to 34,ALL,2351
31DEC2025,NSW,ALL,ALL,35 to 44,ALL,2275
31DEC2025,NSW,ALL,ALL,45 to 54,ALL,2461
31DEC2025,NSW,ALL,ALL,55 to 64,ALL,2600
31DEC2025,NSW,ALL,ALL,65+,ALL,2133
31DEC2025,NSW,ALL,ALL,9 to 14,ALL,1478
31DEC2025,NT,ALL,ALL,0 to 8,ALL,57
31DEC2025,NT,ALL,ALL,15 to 18,ALL,84
31DEC2025,NT,ALL,ALL,19 to 24,ALL,103
31DEC2025,NT,ALL,ALL,25 to 34,ALL,126
31DEC2025,NT,ALL,ALL,35 to 44,ALL,137
31DEC2025,NT,ALL,ALL,45 to 54,ALL,135
31DEC2025,NT,ALL,ALL,55 to 64,ALL,140
31DEC2025,NT,ALL,ALL,65+,ALL,100
31DEC2025,NT,ALL,ALL,9 to 14,ALL,82
31DEC2025,OT,ALL,ALL,0 to 8,ALL,2
31DEC2025,OT,ALL,ALL,15 to 18,ALL,1
31DEC2025,OT,ALL,ALL,19 to 24,ALL,1
31DEC2025,OT,ALL,ALL,25 to 34,ALL,3
31DEC2025,OT,ALL,ALL,35 to 44,ALL,1
31DEC2025,OT,ALL,ALL,55 to 64,ALL,2
31DEC2025,OT,ALL,ALL,9 to 14,ALL,3
31DEC2025,QLD,ALL,ALL,0 to 8,ALL,425
31DEC2025,QLD,ALL,ALL,15 to 18,ALL,735
31DEC2025,QLD,ALL,ALL,19 to 24,ALL,994
31DEC2025,QLD,ALL,ALL,25 to 34,ALL,1286
31DEC2025,QLD,ALL,ALL,35 to 44,ALL,1347
31DEC2025,QLD,ALL,ALL,45 to 54,ALL,1375
31DEC2025,QLD,ALL,ALL,55 to 64,ALL,1457
31DEC2025,QLD,ALL,ALL,65+,ALL,1155
