RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppClass,AvgAnlsdCmtdSuppBdgt,ActvPrtcpnt
31DEC2025,ALL,Great Southern,Cerebral Palsy,ALL,Capital,"18,000.00",33
31DEC2025,ALL,Great Southern,Cerebral Palsy,ALL,Core,"120,000.00",43
31DEC2025,ALL,Great Southern,Cerebral Palsy,ALL,CapacityBuilding,"25,000.00",44
31DEC2025,ALL,Great Southern,Developmental delay,ALL,ALL,"25,000.00",87
31DEC2025,ALL,Great Southern,Developmental delay,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Developmental delay,ALL,Core,"1,000.00",<86
31DEC2025,ALL,Great Southern,Developmental delay,ALL,CapacityBuilding,"23,000.00",87
31DEC2025,ALL,Great Southern,Down Syndrome,ALL,ALL,"154,000.00",47
31DEC2025,ALL,Great Southern,Down Syndrome,ALL,CapacityBuilding,"22,000.00",<56
31DEC2025,ALL,Great Southern,Down Syndrome,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Down Syndrome,ALL,Core,"129,000.00",47
31DEC2025,ALL,Great Southern,Global developmental delay,ALL,ALL,"29,000.00",36
31DEC2025,ALL,Great Southern,Global developmental delay,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Global developmental delay,ALL,Core,"5,000.00",<39
31DEC2025,ALL,Great Southern,Global developmental delay,ALL,CapacityBuilding,"23,000.00",36
31DEC2025,ALL,Great Southern,Hearing Impairment,ALL,ALL,"14,000.00",58
31DEC2025,ALL,Great Southern,Hearing Impairment,ALL,CapacityBuilding,"10,000.00",<58
31DEC2025,ALL,Great Southern,Hearing Impairment,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Hearing Impairment,ALL,Core,"3,000.00",56
31DEC2025,ALL,Great Southern,Intellectual Disability,ALL,ALL,"144,000.00",237
31DEC2025,ALL,Great Southern,Intellectual Disability,ALL,Capital,"16,000.00",53
31DEC2025,ALL,Great Southern,Intellectual Disability,ALL,Core,"129,000.00",216
31DEC2025,ALL,Great Southern,Intellectual Disability,ALL,CapacityBuilding,"23,000.00",230
31DEC2025,ALL,Great Southern,Multiple Sclerosis,ALL,ALL,"79,000.00",38
31DEC2025,ALL,Great Southern,Multiple Sclerosis,ALL,Capital,"14,000.00",23
31DEC2025,ALL,Great Southern,Multiple Sclerosis,ALL,Core,"56,000.00",37
31DEC2025,ALL,Great Southern,Multiple Sclerosis,ALL,CapacityBuilding,"16,000.00",38
31DEC2025,ALL,Great Southern,Other,ALL,ALL,"122,000.00",36
31DEC2025,ALL,Great Southern,Other,ALL,Capital,"22,000.00",24
31DEC2025,ALL,Great Southern,Other,ALL,Core,"93,000.00",35
31DEC2025,ALL,Great Southern,Other,ALL,CapacityBuilding,"17,000.00",36
31DEC2025,ALL,Great Southern,Other Neurological,ALL,ALL,"165,000.00",65
31DEC2025,ALL,Great Southern,Other Neurological,ALL,Capital,"23,000.00",37
31DEC2025,ALL,Great Southern,Other Neurological,ALL,Core,"129,000.00",64
31DEC2025,ALL,Great Southern,Other Neurological,ALL,CapacityBuilding,"24,000.00",65
31DEC2025,ALL,Great Southern,Other Physical,ALL,ALL,"87,000.00",35
31DEC2025,ALL,Great Southern,Other Physical,ALL,Capital,"22,000.00",29
31DEC2025,ALL,Great Southern,Other Physical,ALL,Core,"59,000.00",33
31DEC2025,ALL,Great Southern,Other Physical,ALL,CapacityBuilding,"14,000.00",35
31DEC2025,ALL,Great Southern,Other Sensory/Speech,ALL,ALL,,<11
31DEC2025,ALL,Great Southern,Other Sensory/Speech,ALL,CapacityBuilding,,<11
31DEC2025,ALL,Great Southern,Other Sensory/Speech,ALL,Core,,<11
31DEC2025,ALL,Great Southern,Psychosocial disability,ALL,ALL,"101,000.00",148
31DEC2025,ALL,Great Southern,Psychosocial disability,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Psychosocial disability,ALL,Core,"81,000.00",<151
31DEC2025,ALL,Great Southern,Psychosocial disability,ALL,CapacityBuilding,"20,000.00",148
31DEC2025,ALL,Great Southern,Spinal Cord Injury,ALL,ALL,"152,000.00",<14
31DEC2025,ALL,Great Southern,Spinal Cord Injury,ALL,CapacityBuilding,"22,000.00",<13
31DEC2025,ALL,Great Southern,Spinal Cord Injury,ALL,Core,"110,000.00",<19
31DEC2025,ALL,Great Southern,Spinal Cord Injury,ALL,Capital,"25,000.00",11
31DEC2025,ALL,Great Southern,Stroke,ALL,ALL,"181,000.00",23
31DEC2025,ALL,Great Southern,Stroke,ALL,Capital,"14,000.00",17
31DEC2025,ALL,Great Southern,Stroke,ALL,CapacityBuilding,"23,000.00",23
31DEC2025,ALL,Great Southern,Stroke,ALL,Core,"147,000.00",23
31DEC2025,ALL,Great Southern,Visual Impairment,ALL,ALL,"60,000.00",23
31DEC2025,ALL,Great Southern,Visual Impairment,ALL,Capital,,<11
31DEC2025,ALL,Great Southern,Visual Impairment,ALL,Core,"50,000.00",<31
31DEC2025,ALL,Great Southern,Visual Impairment,ALL,CapacityBuilding,"12,000.00",23
31DEC2025,ALL,Hume Moreland,ABI,ALL,ALL,"215,000.00",295
31DEC2025,ALL,Hume Moreland,ABI,ALL,Capital,"23,000.00",131
31DEC2025,ALL,Hume Moreland,ABI,ALL,CapacityBuilding,"26,000.00",285
31DEC2025,ALL,Hume Moreland,ABI,ALL,Core,"182,000.00",291
31DEC2025,ALL,Hume Moreland,Autism,ALL,ALL,"44,000.00",5441
31DEC2025,ALL,Hume Moreland,Autism,ALL,Capital,"11,000.00",175
31DEC2025,ALL,Hume Moreland,Autism,ALL,Core,"24,000.00",5061
31DEC2025,ALL,Hume Moreland,Autism,ALL,CapacityBuilding,"21,000.00",5429
31DEC2025,ALL,Hume Moreland,Cerebral Palsy,ALL,ALL,"195,000.00",318
31DEC2025,ALL,Hume Moreland,Cerebral Palsy,ALL,Capital,"22,000.00",220
31DEC2025,ALL,Hume Moreland,Cerebral Palsy,ALL,Core,"156,000.00",315
31DEC2025,ALL,Hume Moreland,Cerebral Palsy,ALL,CapacityBuilding,"25,000.00",316
31DEC2025,ALL,Hume Moreland,Developmental delay,ALL,ALL,"23,000.00",2146
31DEC2025,ALL,Hume Moreland,Developmental delay,ALL,Capital,"12,000.00",65
31DEC2025,ALL,Hume Moreland,Developmental delay,ALL,Core,"2,000.00",1992
31DEC2025,ALL,Hume Moreland,Developmental delay,ALL,CapacityBuilding,"20,000.00",2140
31DEC2025,ALL,Hume Moreland,Down Syndrome,ALL,ALL,"149,000.00",189
31DEC2025,ALL,Hume Moreland,Down Syndrome,ALL,Capital,"16,000.00",47
31DEC2025,ALL,Hume Moreland,Down Syndrome,ALL,CapacityBuilding,"24,000.00",186
31DEC2025,ALL,Hume Moreland,Down Syndrome,ALL,Core,"122,000.00",187
31DEC2025,ALL,Hume Moreland,DsbltyGrp_Missing,ALL,ALL,,<11
31DEC2025,ALL,Hume Moreland,DsbltyGrp_Missing,ALL,CapacityBuilding,,<11
31DEC2025,ALL,Hume Moreland,DsbltyGrp_Missing,ALL,Capital,,<11
31DEC2025,ALL,Hume Moreland,DsbltyGrp_Missing,ALL,Core,,<11
31DEC2025,ALL,Hume Moreland,Global developmental delay,ALL,ALL,"29,000.00",271
31DEC2025,ALL,Hume Moreland,Global developmental delay,ALL,Capital,"14,000.00",<30
31DEC2025,ALL,Hume Moreland,Global developmental delay,ALL,Core,"5,000.00",<255
31DEC2025,ALL,Hume Moreland,Global developmental delay,ALL,CapacityBuilding,"24,000.00",271
31DEC2025,ALL,Hume Moreland,Hearing Impairment,ALL,ALL,"20,000.00",614
31DEC2025,ALL,Hume Moreland,Hearing Impairment,ALL,Capital,"6,000.00",89
31DEC2025,ALL,Hume Moreland,Hearing Impairment,ALL,CapacityBuilding,"10,000.00",579
31DEC2025,ALL,Hume Moreland,Hearing Impairment,ALL,Core,"9,000.00",598
31DEC2025,ALL,Hume Moreland,Intellectual Disability,ALL,ALL,"112,000.00",2002
31DEC2025,ALL,Hume Moreland,Intellectual Disability,ALL,Capital,"16,000.00",311
31DEC2025,ALL,Hume Moreland,Intellectual Disability,ALL,Core,"91,000.00",1926
31DEC2025,ALL,Hume Moreland,Intellectual Disability,ALL,CapacityBuilding,"22,000.00",1983
31DEC2025,ALL,Hume Moreland,Multiple Sclerosis,ALL,ALL,"137,000.00",274
31DEC2025,ALL,Hume Moreland,Multiple Sclerosis,ALL,Capital,"16,000.00",143
31DEC2025,ALL,Hume Moreland,Multiple Sclerosis,ALL,Core,"111,000.00",269
31DEC2025,ALL,Hume Moreland,Multiple Sclerosis,ALL,CapacityBuilding,"19,000.00",272
31DEC2025,ALL,Hume Moreland,Other,ALL,ALL,"151,000.00",223
31DEC2025,ALL,Hume Moreland,Other,ALL,Capital,"27,000.00",122
31DEC2025,ALL,Hume Moreland,Other,ALL,Core,"118,000.00",217
31DEC2025,ALL,Hume Moreland,Other,ALL,CapacityBuilding,"20,000.00",219
31DEC2025,ALL,Hume Moreland,Other Neurological,ALL,ALL,"206,000.00",399
31DEC2025,ALL,Hume Moreland,Other Neurological,ALL,Capital,"23,000.00",230
31DEC2025,ALL,Hume Moreland,Other Neurological,ALL,Core,"172,000.00",392
31DEC2025,ALL,Hume Moreland,Other Neurological,ALL,CapacityBuilding,"23,000.00",396
31DEC2025,ALL,Hume Moreland,Other Physical,ALL,ALL,"119,000.00",328
31DEC2025,ALL,Hume Moreland,Other Physical,ALL,Capital,"20,000.00",208
31DEC2025,ALL,Hume Moreland,Other Physical,ALL,Core,"90,000.00",324
31DEC2025,ALL,Hume Moreland,Other Physical,ALL,CapacityBuilding,"17,000.00",327
31DEC2025,ALL,Hume Moreland,Other Sensory/Speech,ALL,ALL,"26,000.00",<27
31DEC2025,ALL,Hume Moreland,Other Sensory/Speech,ALL,CapacityBuilding,"12,000.00",<27
31DEC2025,ALL,Hume Moreland,Other Sensory/Speech,ALL,Core,"16,000.00",<28
31DEC2025,ALL,Hume Moreland,Psychosocial disability,ALL,ALL,"103,000.00",1323
31DEC2025,ALL,Hume Moreland,Psychosocial disability,ALL,Capital,"11,000.00",64
31DEC2025,ALL,Hume Moreland,Psychosocial disability,ALL,Core,"83,000.00",1305
31DEC2025,ALL,Hume Moreland,Psychosocial disability,ALL,CapacityBuilding,"20,000.00",1314
31DEC2025,ALL,Hume Moreland,Spinal Cord Injury,ALL,ALL,"275,000.00",55
31DEC2025,ALL,Hume Moreland,Spinal Cord Injury,ALL,Capital,"31,000.00",42
31DEC2025,ALL,Hume Moreland,Spinal Cord Injury,ALL,CapacityBuilding,"22,000.00",50
31DEC2025,ALL,Hume Moreland,Spinal Cord Injury,ALL,Core,"235,000.00",54
31DEC2025,ALL,Hume Moreland,Stroke,ALL,ALL,"229,000.00",191
31DEC2025,ALL,Hume Moreland,Stroke,ALL,Capital,"21,000.00",123
31DEC2025,ALL,Hume Moreland,Stroke,ALL,Core,"193,000.00",189
31DEC2025,ALL,Hume Moreland,Stroke,ALL,CapacityBuilding,"24,000.00",190
31DEC2025,ALL,Hume Moreland,Visual Impairment,ALL,ALL,"66,000.00",247
31DEC2025,ALL,Hume Moreland,Visual Impairment,ALL,Capital,"18,000.00",55
31DEC2025,ALL,Hume Moreland,Visual Impairment,ALL,CapacityBuilding,"12,000.00",244
31DEC2025,ALL,Hume Moreland,Visual Impairment,ALL,Core,"51,000.00",244
31DEC2025,ALL,Hunter New England,ABI,ALL,ALL,"209,000.00",923
31DEC2025,ALL,Hunter New England,ABI,ALL,Capital,"20,000.00",420
31DEC2025,ALL,Hunter New England,ABI,ALL,CapacityBuilding,"23,000.00",899
31DEC2025,ALL,Hunter New England,ABI,ALL,Core,"180,000.00",900
31DEC2025,ALL,Hunter New England,Autism,ALL,ALL,"48,000.00",14637
31DEC2025,ALL,Hunter New England,Autism,ALL,Capital,"11,000.00",596
31DEC2025,ALL,Hunter New England,Autism,ALL,Core,"36,000.00",10937
31DEC2025,ALL,Hunter New England,Autism,ALL,CapacityBuilding,"21,000.00",14480
31DEC2025,ALL,Hunter New England,Cerebral Palsy,ALL,ALL,"185,000.00",957
31DEC2025,ALL,Hunter New England,Cerebral Palsy,ALL,Capital,"26,000.00",682
31DEC2025,ALL,Hunter New England,Cerebral Palsy,ALL,Core,"152,000.00",904
31DEC2025,ALL,Hunter New England,Cerebral Palsy,ALL,CapacityBuilding,"23,000.00",950
31DEC2025,ALL,Hunter New England,Developmental delay,ALL,ALL,"22,000.00",4202
31DEC2025,ALL,Hunter New England,Developmental delay,ALL,Capital,"9,000.00",147
31DEC2025,ALL,Hunter New England,Developmental delay,ALL,Core,"2,000.00",2736
31DEC2025,ALL,Hunter New England,Developmental delay,ALL,CapacityBuilding,"20,000.00",4201
31DEC2025,ALL,Hunter New England,Down Syndrome,ALL,ALL,"164,000.00",512
31DEC2025,ALL,Hunter New England,Down Syndrome,ALL,Capital,"16,000.00",134
31DEC2025,ALL,Hunter New England,Down Syndrome,ALL,Core,"142,000.00",503
31DEC2025,ALL,Hunter New England,Down Syndrome,ALL,CapacityBuilding,"21,000.00",504
31DEC2025,ALL,Hunter New England,DsbltyGrp_Missing,ALL,ALL,"32,000.00",18
31DEC2025,ALL,Hunter New England,DsbltyGrp_Missing,ALL,Capital,,<11
31DEC2025,ALL,Hunter New England,DsbltyGrp_Missing,ALL,Core,"16,000.00",<20
31DEC2025,ALL,Hunter New England,DsbltyGrp_Missing,ALL,CapacityBuilding,"19,000.00",18
31DEC2025,ALL,Hunter New England,Global developmental delay,ALL,ALL,"28,000.00",571
31DEC2025,ALL,Hunter New England,Global developmental delay,ALL,Capital,"14,000.00",54
31DEC2025,ALL,Hunter New England,Global developmental delay,ALL,Core,"6,000.00",408
31DEC2025,ALL,Hunter New England,Global developmental delay,ALL,CapacityBuilding,"22,000.00",571
31DEC2025,ALL,Hunter New England,Hearing Impairment,ALL,ALL,"16,000.00",1378
31DEC2025,ALL,Hunter New England,Hearing Impairment,ALL,Capital,"7,000.00",312
31DEC2025,ALL,Hunter New England,Hearing Impairment,ALL,CapacityBuilding,"8,000.00",1225
31DEC2025,ALL,Hunter New England,Hearing Impairment,ALL,Core,"7,000.00",1293
31DEC2025,ALL,Hunter New England,Intellectual Disability,ALL,ALL,"136,000.00",5231
31DEC2025,ALL,Hunter New England,Intellectual Disability,ALL,Capital,"22,000.00",928
31DEC2025,ALL,Hunter New England,Intellectual Disability,ALL,Core,"124,000.00",4695
31DEC2025,ALL,Hunter New England,Intellectual Disability,ALL,CapacityBuilding,"21,000.00",5109
31DEC2025,ALL,Hunter New England,Multiple Sclerosis,ALL,ALL,"132,000.00",483
31DEC2025,ALL,Hunter New England,Multiple Sclerosis,ALL,Capital,"17,000.00",307
31DEC2025,ALL,Hunter New England,Multiple Sclerosis,ALL,Core,"106,000.00",472
31DEC2025,ALL,Hunter New England,Multiple Sclerosis,ALL,CapacityBuilding,"18,000.00",480
31DEC2025,ALL,Hunter New England,Other,ALL,ALL,"113,000.00",686
31DEC2025,ALL,Hunter New England,Other,ALL,Capital,"30,000.00",344
31DEC2025,ALL,Hunter New England,Other,ALL,Core,"96,000.00",561
31DEC2025,ALL,Hunter New England,Other,ALL,CapacityBuilding,"19,000.00",678
31DEC2025,ALL,Hunter New England,Other Neurological,ALL,ALL,"196,000.00",1309
31DEC2025,ALL,Hunter New England,Other Neurological,ALL,Capital,"21,000.00",743
31DEC2025,ALL,Hunter New England,Other Neurological,ALL,Core,"166,000.00",1263
31DEC2025,ALL,Hunter New England,Other Neurological,ALL,CapacityBuilding,"24,000.00",1299
31DEC2025,ALL,Hunter New England,Other Physical,ALL,ALL,"97,000.00",1033
31DEC2025,ALL,Hunter New England,Other Physical,ALL,Capital,"26,000.00",758
31DEC2025,ALL,Hunter New England,Other Physical,ALL,Core,"67,000.00",983
31DEC2025,ALL,Hunter New England,Other Physical,ALL,CapacityBuilding,"14,000.00",1020
31DEC2025,ALL,Hunter New England,Other Sensory/Speech,ALL,ALL,"18,000.00",242
31DEC2025,ALL,Hunter New England,Other Sensory/Speech,ALL,Capital,,<11
31DEC2025,ALL,Hunter New England,Other Sensory/Speech,ALL,Core,"13,000.00",<111
31DEC2025,ALL,Hunter New England,Other Sensory/Speech,ALL,CapacityBuilding,"13,000.00",224
31DEC2025,ALL,Hunter New England,Psychosocial disability,ALL,ALL,"131,000.00",3102
31DEC2025,ALL,Hunter New England,Psychosocial disability,ALL,Capital,"14,000.00",181
31DEC2025,ALL,Hunter New England,Psychosocial disability,ALL,Core,"111,000.00",3050
31DEC2025,ALL,Hunter New England,Psychosocial disability,ALL,CapacityBuilding,"20,000.00",3062
31DEC2025,ALL,Hunter New England,Spinal Cord Injury,ALL,ALL,"229,000.00",320
31DEC2025,ALL,Hunter New England,Spinal Cord Injury,ALL,Capital,"37,000.00",280
31DEC2025,ALL,Hunter New England,Spinal Cord Injury,ALL,Core,"178,000.00",313
31DEC2025,ALL,Hunter New England,Spinal Cord Injury,ALL,CapacityBuilding,"20,000.00",315
31DEC2025,ALL,Hunter New England,Stroke,ALL,ALL,"181,000.00",513
31DEC2025,ALL,Hunter New England,Stroke,ALL,Capital,"20,000.00",334
31DEC2025,ALL,Hunter New England,Stroke,ALL,Core,"150,000.00",508
31DEC2025,ALL,Hunter New England,Stroke,ALL,CapacityBuilding,"19,000.00",509
31DEC2025,ALL,Hunter New England,Visual Impairment,ALL,ALL,"62,000.00",484
31DEC2025,ALL,Hunter New England,Visual Impairment,ALL,Capital,"12,000.00",146
31DEC2025,ALL,Hunter New England,Visual Impairment,ALL,CapacityBuilding,"12,000.00",472
31DEC2025,ALL,Hunter New England,Visual Impairment,ALL,Core,"48,000.00",475
31DEC2025,ALL,Illawarra Shoalhaven,ABI,ALL,ALL,"175,000.00",386
31DEC2025,ALL,Illawarra Shoalhaven,ABI,ALL,Capital,"19,000.00",169
31DEC2025,ALL,Illawarra Shoalhaven,ABI,ALL,Core,"150,000.00",372
31DEC2025,ALL,Illawarra Shoalhaven,ABI,ALL,CapacityBuilding,"21,000.00",377
31DEC2025,ALL,Illawarra Shoalhaven,Autism,ALL,ALL,"48,000.00",5505
31DEC2025,ALL,Illawarra Shoalhaven,Autism,ALL,Capital,"10,000.00",222
31DEC2025,ALL,Illawarra Shoalhaven,Autism,ALL,Core,"37,000.00",4189
31DEC2025,ALL,Illawarra Shoalhaven,Autism,ALL,CapacityBuilding,"20,000.00",5450
31DEC2025,ALL,Illawarra Shoalhaven,Cerebral Palsy,ALL,ALL,"213,000.00",321
31DEC2025,ALL,Illawarra Shoalhaven,Cerebral Palsy,ALL,Capital,"28,000.00",241
31DEC2025,ALL,Illawarra Shoalhaven,Cerebral Palsy,ALL,Core,"177,000.00",305
31DEC2025,ALL,Illawarra Shoalhaven,Cerebral Palsy,ALL,CapacityBuilding,"23,000.00",321
31DEC2025,ALL,Illawarra Shoalhaven,Developmental delay,ALL,ALL,"25,000.00",583
31DEC2025,ALL,Illawarra Shoalhaven,Developmental delay,ALL,Capital,"13,000.00",<37
31DEC2025,ALL,Illawarra Shoalhaven,Developmental delay,ALL,Core,"5,000.00",<439
31DEC2025,ALL,Illawarra Shoalhaven,Developmental delay,ALL,CapacityBuilding,"21,000.00",583
31DEC2025,ALL,Illawarra Shoalhaven,Down Syndrome,ALL,ALL,"157,000.00",230
31DEC2025,ALL,Illawarra Shoalhaven,Down Syndrome,ALL,Capital,"11,000.00",67
31DEC2025,ALL,Illawarra Shoalhaven,Down Syndrome,ALL,CapacityBuilding,"22,000.00",226
31DEC2025,ALL,Illawarra Shoalhaven,Down Syndrome,ALL,Core,"133,000.00",228
31DEC2025,ALL,Illawarra Shoalhaven,DsbltyGrp_Missing,ALL,ALL,,<11
31DEC2025,ALL,Illawarra Shoalhaven,DsbltyGrp_Missing,ALL,CapacityBuilding,,<11
31DEC2025,ALL,Illawarra Shoalhaven,DsbltyGrp_Missing,ALL,Capital,,<11
31DEC2025,ALL,Illawarra Shoalhaven,DsbltyGrp_Missing,ALL,Core,,<11
31DEC2025,ALL,Illawarra Shoalhaven,Global developmental delay,ALL,ALL,"32,000.00",245
31DEC2025,ALL,Illawarra Shoalhaven,Global developmental delay,ALL,Capital,"17,000.00",37
31DEC2025,ALL,Illawarra Shoalhaven,Global developmental delay,ALL,Core,"10,000.00",175
31DEC2025,ALL,Illawarra Shoalhaven,Global developmental delay,ALL,CapacityBuilding,"23,000.00",245
31DEC2025,ALL,Illawarra Shoalhaven,Hearing Impairment,ALL,ALL,"18,000.00",519
31DEC2025,ALL,Illawarra Shoalhaven,Hearing Impairment,ALL,Capital,"8,000.00",81
31DEC2025,ALL,Illawarra Shoalhaven,Hearing Impairment,ALL,CapacityBuilding,"10,000.00",475
31DEC2025,ALL,Illawarra Shoalhaven,Hearing Impairment,ALL,Core,"8,000.00",491
31DEC2025,ALL,Illawarra Shoalhaven,Intellectual Disability,ALL,ALL,"130,000.00",1930
31DEC2025,ALL,Illawarra Shoalhaven,Intellectual Disability,ALL,Capital,"18,000.00",376
31DEC2025,ALL,Illawarra Shoalhaven,Intellectual Disability,ALL,Core,"114,000.00",1792
31DEC2025,ALL,Illawarra Shoalhaven,Intellectual Disability,ALL,CapacityBuilding,"21,000.00",1890
31DEC2025,ALL,Illawarra Shoalhaven,Multiple Sclerosis,ALL,ALL,"147,000.00",240
31DEC2025,ALL,Illawarra Shoalhaven,Multiple Sclerosis,ALL,Capital,"22,000.00",157
31DEC2025,ALL,Illawarra Shoalhaven,Multiple Sclerosis,ALL,Core,"115,000.00",236
31DEC2025,ALL,Illawarra Shoalhaven,Multiple Sclerosis,ALL,CapacityBuilding,"19,000.00",239
31DEC2025,ALL,Illawarra Shoalhaven,Other,ALL,ALL,"117,000.00",275
31DEC2025,ALL,Illawarra Shoalhaven,Other,ALL,Capital,"26,000.00",151
31DEC2025,ALL,Illawarra Shoalhaven,Other,ALL,Core,"97,000.00",238
31DEC2025,ALL,Illawarra Shoalhaven,Other,ALL,CapacityBuilding,"18,000.00",272
31DEC2025,ALL,Illawarra Shoalhaven,Other Neurological,ALL,ALL,"190,000.00",526
31DEC2025,ALL,Illawarra Shoalhaven,Other Neurological,ALL,Capital,"23,000.00",312
31DEC2025,ALL,Illawarra Shoalhaven,Other Neurological,ALL,Core,"157,000.00",512
31DEC2025,ALL,Illawarra Shoalhaven,Other Neurological,ALL,CapacityBuilding,"24,000.00",524
31DEC2025,ALL,Illawarra Shoalhaven,Other Physical,ALL,ALL,"93,000.00",395
31DEC2025,ALL,Illawarra Shoalhaven,Other Physical,ALL,Capital,"26,000.00",292
31DEC2025,ALL,Illawarra Shoalhaven,Other Physical,ALL,Core,"62,000.00",379
31DEC2025,ALL,Illawarra Shoalhaven,Other Physical,ALL,CapacityBuilding,"14,000.00",392
31DEC2025,ALL,Illawarra Shoalhaven,Other Sensory/Speech,ALL,ALL,"15,000.00",<26
31DEC2025,ALL,Illawarra Shoalhaven,Other Sensory/Speech,ALL,CapacityBuilding,"13,000.00",<25
31DEC2025,ALL,Illawarra Shoalhaven,Other Sensory/Speech,ALL,Core,"5,000.00",<13
31DEC2025,ALL,Illawarra Shoalhaven,Psychosocial disability,ALL,ALL,"118,000.00",1266
31DEC2025,ALL,Illawarra Shoalhaven,Psychosocial disability,ALL,Capital,"14,000.00",97
31DEC2025,ALL,Illawarra Shoalhaven,Psychosocial disability,ALL,Core,"99,000.00",1245
31DEC2025,ALL,Illawarra Shoalhaven,Psychosocial disability,ALL,CapacityBuilding,"20,000.00",1256
31DEC2025,ALL,Illawarra Shoalhaven,Spinal Cord Injury,ALL,ALL,"257,000.00",141
31DEC2025,ALL,Illawarra Shoalhaven,Spinal Cord Injury,ALL,Capital,"39,000.00",129
31DEC2025,ALL,Illawarra Shoalhaven,Spinal Cord Injury,ALL,CapacityBuilding,"23,000.00",139
31DEC2025,ALL,Illawarra Shoalhaven,Spinal Cord Injury,ALL,Core,"198,000.00",140
31DEC2025,ALL,Illawarra Shoalhaven,Stroke,ALL,ALL,"228,000.00",203
31DEC2025,ALL,Illawarra Shoalhaven,Stroke,ALL,Capital,"24,000.00",146
31DEC2025,ALL,Illawarra Shoalhaven,Stroke,ALL,Core,"188,000.00",200
31DEC2025,ALL,Illawarra Shoalhaven,Stroke,ALL,CapacityBuilding,"25,000.00",201
31DEC2025,ALL,Illawarra Shoalhaven,Visual Impairment,ALL,ALL,"49,000.00",220
31DEC2025,ALL,Illawarra Shoalhaven,Visual Impairment,ALL,Capital,"10,000.00",57
31DEC2025,ALL,Illawarra Shoalhaven,Visual Impairment,ALL,Core,"37,000.00",212
31DEC2025,ALL,Illawarra Shoalhaven,Visual Impairment,ALL,CapacityBuilding,"11,000.00",213
31DEC2025,ALL,Inner East Melbourne,ABI,ALL,ALL,"206,000.00",367
31DEC2025,ALL,Inner East Melbourne,ABI,ALL,Capital,"21,000.00",178
31DEC2025,ALL,Inner East Melbourne,ABI,ALL,CapacityBuilding,"30,000.00",356
31DEC2025,ALL,Inner East Melbourne,ABI,ALL,Core,"169,000.00",360
31DEC2025,ALL,Inner East Melbourne,Autism,ALL,ALL,"48,000.00",5565
31DEC2025,ALL,Inner East Melbourne,Autism,ALL,Capital,"10,000.00",191
31DEC2025,ALL,Inner East Melbourne,Autism,ALL,Core,"31,000.00",5000
31DEC2025,ALL,Inner East Melbourne,Autism,ALL,CapacityBuilding,"20,000.00",5526
31DEC2025,ALL,Inner East Melbourne,Cerebral Palsy,ALL,ALL,"248,000.00",388
31DEC2025,ALL,Inner East Melbourne,Cerebral Palsy,ALL,Capital,"25,000.00",298
31DEC2025,ALL,Inner East Melbourne,Cerebral Palsy,ALL,Core,"206,000.00",381
31DEC2025,ALL,Inner East Melbourne,Cerebral Palsy,ALL,CapacityBuilding,"26,000.00",385
31DEC2025,ALL,Inner East Melbourne,Developmental delay,ALL,ALL,"21,000.00",1243
31DEC2025,ALL,Inner East Melbourne,Developmental delay,ALL,Capital,"8,000.00",54
31DEC2025,ALL,Inner East Melbourne,Developmental delay,ALL,Core,"2,000.00",1048
31DEC2025,ALL,Inner East Melbourne,Developmental delay,ALL,CapacityBuilding,"19,000.00",1241
31DEC2025,ALL,Inner East Melbourne,Down Syndrome,ALL,ALL,"190,000.00",256
31DEC2025,ALL,Inner East Melbourne,Down Syndrome,ALL,Capital,"12,000.00",109
31DEC2025,ALL,Inner East Melbourne,Down Syndrome,ALL,CapacityBuilding,"23,000.00",254
31DEC2025,ALL,Inner East Melbourne,Down Syndrome,ALL,Core,"163,000.00",255
31DEC2025,ALL,Inner East Melbourne,DsbltyGrp_Missing,ALL,ALL,,<11
31DEC2025,ALL,Inner East Melbourne,DsbltyGrp_Missing,ALL,CapacityBuilding,,<11
31DEC2025,ALL,Inner East Melbourne,DsbltyGrp_Missing,ALL,Capital,,<11
31DEC2025,ALL,Inner East Melbourne,DsbltyGrp_Missing,ALL,Core,,<11
31DEC2025,ALL,Inner East Melbourne,Global developmental delay,ALL,ALL,"26,000.00",175
31DEC2025,ALL,Inner East Melbourne,Global developmental delay,ALL,Capital,"12,000.00",21
31DEC2025,ALL,Inner East Melbourne,Global developmental delay,ALL,Core,"3,000.00",160
31DEC2025,ALL,Inner East Melbourne,Global developmental delay,ALL,CapacityBuilding,"22,000.00",172
31DEC2025,ALL,Inner East Melbourne,Hearing Impairment,ALL,ALL,"19,000.00",654
31DEC2025,ALL,Inner East Melbourne,Hearing Impairment,ALL,Capital,"8,000.00",118
31DEC2025,ALL,Inner East Melbourne,Hearing Impairment,ALL,CapacityBuilding,"9,000.00",606
31DEC2025,ALL,Inner East Melbourne,Hearing Impairment,ALL,Core,"10,000.00",635
31DEC2025,ALL,Inner East Melbourne,Intellectual Disability,ALL,ALL,"170,000.00",1547
