RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppClass,AvgAnlsdCmtdSuppBdgt,ActvPrtcpnt
31DEC2025,QLD,Robina,Spinal Cord Injury,55 to 64,Core,"242,000.00",55
31DEC2025,QLD,Robina,Spinal Cord Injury,65+,ALL,"221,000.00",29
31DEC2025,QLD,Robina,Spinal Cord Injury,65+,Capital,"31,000.00",27
31DEC2025,QLD,Robina,Spinal Cord Injury,65+,CapacityBuilding,"23,000.00",29
31DEC2025,QLD,Robina,Spinal Cord Injury,65+,Core,"170,000.00",29
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,19 to 24,ALL,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,19 to 24,Capital,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,19 to 24,Core,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,25 to 34,ALL,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,25 to 34,Capital,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,25 to 34,Core,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,35 to 44,ALL,"183,000.00",13
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,35 to 44,CapacityBuilding,"23,000.00",<21
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,35 to 44,Capital,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,35 to 44,Core,"147,000.00",12
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,45 to 54,ALL,"180,000.00",15
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,45 to 54,CapacityBuilding,"16,000.00",15
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,45 to 54,Capital,"38,000.00",15
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,45 to 54,Core,"126,000.00",15
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,55 to 64,ALL,"179,000.00",21
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,55 to 64,Capital,"30,000.00",19
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,55 to 64,CapacityBuilding,"19,000.00",21
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,55 to 64,Core,"134,000.00",21
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,65+,ALL,"195,000.00",13
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,65+,Capital,"12,000.00",11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,65+,CapacityBuilding,"18,000.00",13
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,65+,Core,"167,000.00",13
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,9 to 14,ALL,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,9 to 14,Capital,,<11
31DEC2025,QLD,Rockhampton,Spinal Cord Injury,9 to 14,Core,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,15 to 18,ALL,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,15 to 18,Capital,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,15 to 18,Core,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,19 to 24,ALL,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,19 to 24,Core,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,25 to 34,ALL,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,25 to 34,Capital,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,25 to 34,Core,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,35 to 44,ALL,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,35 to 44,CapacityBuilding,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,35 to 44,Capital,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,35 to 44,Core,,<11
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,45 to 54,ALL,"181,000.00",18
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,45 to 54,CapacityBuilding,"21,000.00",<23
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,45 to 54,Core,"123,000.00",<28
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,45 to 54,Capital,"37,000.00",18
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,55 to 64,ALL,"252,000.00",32
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,55 to 64,Capital,"28,000.00",30
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,55 to 64,CapacityBuilding,"15,000.00",31
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,55 to 64,Core,"210,000.00",31
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,65+,ALL,"151,000.00",20
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,65+,Capital,"16,000.00",17
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,65+,Core,"131,000.00",19
31DEC2025,QLD,Toowoomba,Spinal Cord Injury,65+,CapacityBuilding,"13,000.00",20
31DEC2025,QLD,Townsville,Spinal Cord Injury,15 to 18,ALL,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,15 to 18,Capital,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,15 to 18,Core,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,19 to 24,ALL,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,19 to 24,Capital,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,19 to 24,Core,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,25 to 34,ALL,"216,000.00",13
31DEC2025,QLD,Townsville,Spinal Cord Injury,25 to 34,CapacityBuilding,"16,000.00",<17
31DEC2025,QLD,Townsville,Spinal Cord Injury,25 to 34,Capital,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,25 to 34,Core,"181,000.00",13
31DEC2025,QLD,Townsville,Spinal Cord Injury,35 to 44,ALL,"272,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,35 to 44,Capital,"33,000.00",15
31DEC2025,QLD,Townsville,Spinal Cord Injury,35 to 44,CapacityBuilding,"28,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,35 to 44,Core,"215,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,45 to 54,ALL,"310,000.00",25
31DEC2025,QLD,Townsville,Spinal Cord Injury,45 to 54,Capital,"40,000.00",22
31DEC2025,QLD,Townsville,Spinal Cord Injury,45 to 54,CapacityBuilding,"19,000.00",25
31DEC2025,QLD,Townsville,Spinal Cord Injury,45 to 54,Core,"257,000.00",25
31DEC2025,QLD,Townsville,Spinal Cord Injury,55 to 64,ALL,"260,000.00",22
31DEC2025,QLD,Townsville,Spinal Cord Injury,55 to 64,Capital,"26,000.00",20
31DEC2025,QLD,Townsville,Spinal Cord Injury,55 to 64,CapacityBuilding,"18,000.00",22
31DEC2025,QLD,Townsville,Spinal Cord Injury,55 to 64,Core,"218,000.00",22
31DEC2025,QLD,Townsville,Spinal Cord Injury,65+,ALL,"200,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,65+,CapacityBuilding,"19,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,65+,Capital,"29,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,65+,Core,"152,000.00",17
31DEC2025,QLD,Townsville,Spinal Cord Injury,9 to 14,ALL,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,9 to 14,Capital,,<11
31DEC2025,QLD,Townsville,Spinal Cord Injury,9 to 14,Core,,<11
31DEC2025,QLD,Beenleigh,Stroke,15 to 18,ALL,,<11
31DEC2025,QLD,Beenleigh,Stroke,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Beenleigh,Stroke,15 to 18,Capital,,<11
31DEC2025,QLD,Beenleigh,Stroke,15 to 18,Core,,<11
31DEC2025,QLD,Beenleigh,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Beenleigh,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Beenleigh,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Beenleigh,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Beenleigh,Stroke,35 to 44,ALL,"160,000.00",15
31DEC2025,QLD,Beenleigh,Stroke,35 to 44,Capital,"18,000.00",11
31DEC2025,QLD,Beenleigh,Stroke,35 to 44,CapacityBuilding,"20,000.00",15
31DEC2025,QLD,Beenleigh,Stroke,35 to 44,Core,"128,000.00",15
31DEC2025,QLD,Beenleigh,Stroke,45 to 54,ALL,"198,000.00",30
31DEC2025,QLD,Beenleigh,Stroke,45 to 54,Capital,"19,000.00",20
31DEC2025,QLD,Beenleigh,Stroke,45 to 54,CapacityBuilding,"25,000.00",30
31DEC2025,QLD,Beenleigh,Stroke,45 to 54,Core,"160,000.00",30
31DEC2025,QLD,Beenleigh,Stroke,55 to 64,ALL,"225,000.00",95
31DEC2025,QLD,Beenleigh,Stroke,55 to 64,Capital,"28,000.00",63
31DEC2025,QLD,Beenleigh,Stroke,55 to 64,CapacityBuilding,"23,000.00",93
31DEC2025,QLD,Beenleigh,Stroke,55 to 64,Core,"187,000.00",93
31DEC2025,QLD,Beenleigh,Stroke,65+,ALL,"220,000.00",75
31DEC2025,QLD,Beenleigh,Stroke,65+,Capital,"27,000.00",53
31DEC2025,QLD,Beenleigh,Stroke,65+,CapacityBuilding,"20,000.00",74
31DEC2025,QLD,Beenleigh,Stroke,65+,Core,"181,000.00",75
31DEC2025,QLD,Beenleigh,Stroke,9 to 14,ALL,,<11
31DEC2025,QLD,Beenleigh,Stroke,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Beenleigh,Stroke,9 to 14,Core,,<11
31DEC2025,QLD,Brisbane,Stroke,0 to 8,ALL,,<11
31DEC2025,QLD,Brisbane,Stroke,0 to 8,CapacityBuilding,,<11
31DEC2025,QLD,Brisbane,Stroke,0 to 8,Core,,<11
31DEC2025,QLD,Brisbane,Stroke,15 to 18,ALL,,<11
31DEC2025,QLD,Brisbane,Stroke,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Brisbane,Stroke,15 to 18,Core,,<11
31DEC2025,QLD,Brisbane,Stroke,19 to 24,ALL,,<11
31DEC2025,QLD,Brisbane,Stroke,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Brisbane,Stroke,19 to 24,Capital,,<11
31DEC2025,QLD,Brisbane,Stroke,19 to 24,Core,,<11
31DEC2025,QLD,Brisbane,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Brisbane,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Brisbane,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Brisbane,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Brisbane,Stroke,35 to 44,ALL,"197,000.00",18
31DEC2025,QLD,Brisbane,Stroke,35 to 44,CapacityBuilding,"22,000.00",<24
31DEC2025,QLD,Brisbane,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Brisbane,Stroke,35 to 44,Core,"165,000.00",18
31DEC2025,QLD,Brisbane,Stroke,45 to 54,ALL,"215,000.00",67
31DEC2025,QLD,Brisbane,Stroke,45 to 54,Capital,"26,000.00",50
31DEC2025,QLD,Brisbane,Stroke,45 to 54,CapacityBuilding,"24,000.00",67
31DEC2025,QLD,Brisbane,Stroke,45 to 54,Core,"172,000.00",67
31DEC2025,QLD,Brisbane,Stroke,55 to 64,ALL,"211,000.00",144
31DEC2025,QLD,Brisbane,Stroke,55 to 64,Capital,"28,000.00",83
31DEC2025,QLD,Brisbane,Stroke,55 to 64,CapacityBuilding,"23,000.00",144
31DEC2025,QLD,Brisbane,Stroke,55 to 64,Core,"172,000.00",144
31DEC2025,QLD,Brisbane,Stroke,65+,ALL,"181,000.00",130
31DEC2025,QLD,Brisbane,Stroke,65+,Capital,"18,000.00",87
31DEC2025,QLD,Brisbane,Stroke,65+,CapacityBuilding,"19,000.00",130
31DEC2025,QLD,Brisbane,Stroke,65+,Core,"150,000.00",130
31DEC2025,QLD,Brisbane,Stroke,9 to 14,ALL,,<11
31DEC2025,QLD,Brisbane,Stroke,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Brisbane,Stroke,9 to 14,Capital,,<11
31DEC2025,QLD,Brisbane,Stroke,9 to 14,Core,,<11
31DEC2025,QLD,Bundaberg,Stroke,19 to 24,ALL,,<11
31DEC2025,QLD,Bundaberg,Stroke,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Bundaberg,Stroke,19 to 24,Capital,,<11
31DEC2025,QLD,Bundaberg,Stroke,19 to 24,Core,,<11
31DEC2025,QLD,Bundaberg,Stroke,35 to 44,ALL,,<11
31DEC2025,QLD,Bundaberg,Stroke,35 to 44,CapacityBuilding,,<11
31DEC2025,QLD,Bundaberg,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Bundaberg,Stroke,35 to 44,Core,,<11
31DEC2025,QLD,Bundaberg,Stroke,45 to 54,ALL,"152,000.00",<15
31DEC2025,QLD,Bundaberg,Stroke,45 to 54,CapacityBuilding,"20,000.00",<18
31DEC2025,QLD,Bundaberg,Stroke,45 to 54,Capital,,<11
31DEC2025,QLD,Bundaberg,Stroke,45 to 54,Core,"123,000.00",<24
31DEC2025,QLD,Bundaberg,Stroke,55 to 64,ALL,"193,000.00",35
31DEC2025,QLD,Bundaberg,Stroke,55 to 64,Capital,"21,000.00",25
31DEC2025,QLD,Bundaberg,Stroke,55 to 64,CapacityBuilding,"21,000.00",35
31DEC2025,QLD,Bundaberg,Stroke,55 to 64,Core,"157,000.00",35
31DEC2025,QLD,Bundaberg,Stroke,65+,ALL,"212,000.00",25
31DEC2025,QLD,Bundaberg,Stroke,65+,CapacityBuilding,"18,000.00",25
31DEC2025,QLD,Bundaberg,Stroke,65+,Capital,"17,000.00",25
31DEC2025,QLD,Bundaberg,Stroke,65+,Core,"176,000.00",25
31DEC2025,QLD,Caboolture/Strathpine,Stroke,19 to 24,ALL,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,19 to 24,Capital,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,19 to 24,Core,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,35 to 44,ALL,"154,000.00",18
31DEC2025,QLD,Caboolture/Strathpine,Stroke,35 to 44,CapacityBuilding,"24,000.00",<25
31DEC2025,QLD,Caboolture/Strathpine,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Caboolture/Strathpine,Stroke,35 to 44,Core,"124,000.00",18
31DEC2025,QLD,Caboolture/Strathpine,Stroke,45 to 54,ALL,"214,000.00",45
31DEC2025,QLD,Caboolture/Strathpine,Stroke,45 to 54,Capital,"16,000.00",29
31DEC2025,QLD,Caboolture/Strathpine,Stroke,45 to 54,CapacityBuilding,"26,000.00",45
31DEC2025,QLD,Caboolture/Strathpine,Stroke,45 to 54,Core,"178,000.00",45
31DEC2025,QLD,Caboolture/Strathpine,Stroke,55 to 64,ALL,"232,000.00",105
31DEC2025,QLD,Caboolture/Strathpine,Stroke,55 to 64,Capital,"24,000.00",79
31DEC2025,QLD,Caboolture/Strathpine,Stroke,55 to 64,CapacityBuilding,"23,000.00",105
31DEC2025,QLD,Caboolture/Strathpine,Stroke,55 to 64,Core,"191,000.00",105
31DEC2025,QLD,Caboolture/Strathpine,Stroke,65+,ALL,"248,000.00",78
31DEC2025,QLD,Caboolture/Strathpine,Stroke,65+,Capital,"26,000.00",64
31DEC2025,QLD,Caboolture/Strathpine,Stroke,65+,CapacityBuilding,"22,000.00",78
31DEC2025,QLD,Caboolture/Strathpine,Stroke,65+,Core,"206,000.00",78
31DEC2025,QLD,Cairns,Stroke,15 to 18,ALL,,<11
31DEC2025,QLD,Cairns,Stroke,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Cairns,Stroke,15 to 18,Core,,<11
31DEC2025,QLD,Cairns,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Cairns,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Cairns,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Cairns,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Cairns,Stroke,35 to 44,ALL,"176,000.00",19
31DEC2025,QLD,Cairns,Stroke,35 to 44,CapacityBuilding,"23,000.00",<25
31DEC2025,QLD,Cairns,Stroke,35 to 44,Capital,"24,000.00",<16
31DEC2025,QLD,Cairns,Stroke,35 to 44,Core,"139,000.00",19
31DEC2025,QLD,Cairns,Stroke,45 to 54,ALL,"261,000.00",43
31DEC2025,QLD,Cairns,Stroke,45 to 54,Capital,"22,000.00",30
31DEC2025,QLD,Cairns,Stroke,45 to 54,CapacityBuilding,"30,000.00",43
31DEC2025,QLD,Cairns,Stroke,45 to 54,Core,"215,000.00",43
31DEC2025,QLD,Cairns,Stroke,55 to 64,ALL,"201,000.00",88
31DEC2025,QLD,Cairns,Stroke,55 to 64,Capital,"26,000.00",63
31DEC2025,QLD,Cairns,Stroke,55 to 64,CapacityBuilding,"24,000.00",88
31DEC2025,QLD,Cairns,Stroke,55 to 64,Core,"158,000.00",88
31DEC2025,QLD,Cairns,Stroke,65+,ALL,"218,000.00",52
31DEC2025,QLD,Cairns,Stroke,65+,Capital,"18,000.00",37
31DEC2025,QLD,Cairns,Stroke,65+,CapacityBuilding,"20,000.00",52
31DEC2025,QLD,Cairns,Stroke,65+,Core,"185,000.00",52
31DEC2025,QLD,Cairns,Stroke,9 to 14,ALL,,<11
31DEC2025,QLD,Cairns,Stroke,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Cairns,Stroke,9 to 14,Core,,<11
31DEC2025,QLD,Ipswich,Stroke,0 to 8,ALL,,<11
31DEC2025,QLD,Ipswich,Stroke,0 to 8,CapacityBuilding,,<11
31DEC2025,QLD,Ipswich,Stroke,0 to 8,Core,,<11
31DEC2025,QLD,Ipswich,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Ipswich,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Ipswich,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Ipswich,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Ipswich,Stroke,35 to 44,ALL,"120,000.00",<14
31DEC2025,QLD,Ipswich,Stroke,35 to 44,CapacityBuilding,"17,000.00",<13
31DEC2025,QLD,Ipswich,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Ipswich,Stroke,35 to 44,Core,"98,000.00",12
31DEC2025,QLD,Ipswich,Stroke,45 to 54,ALL,"245,000.00",33
31DEC2025,QLD,Ipswich,Stroke,45 to 54,Capital,"34,000.00",24
31DEC2025,QLD,Ipswich,Stroke,45 to 54,CapacityBuilding,"22,000.00",33
31DEC2025,QLD,Ipswich,Stroke,45 to 54,Core,"198,000.00",33
31DEC2025,QLD,Ipswich,Stroke,55 to 64,ALL,"278,000.00",66
31DEC2025,QLD,Ipswich,Stroke,55 to 64,Capital,"28,000.00",47
31DEC2025,QLD,Ipswich,Stroke,55 to 64,Core,"239,000.00",65
31DEC2025,QLD,Ipswich,Stroke,55 to 64,CapacityBuilding,"23,000.00",66
31DEC2025,QLD,Ipswich,Stroke,65+,ALL,"223,000.00",47
31DEC2025,QLD,Ipswich,Stroke,65+,Capital,"20,000.00",35
31DEC2025,QLD,Ipswich,Stroke,65+,CapacityBuilding,"19,000.00",46
31DEC2025,QLD,Ipswich,Stroke,65+,Core,"190,000.00",47
31DEC2025,QLD,Ipswich,Stroke,9 to 14,ALL,,<11
31DEC2025,QLD,Ipswich,Stroke,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Ipswich,Stroke,9 to 14,Capital,,<11
31DEC2025,QLD,Ipswich,Stroke,9 to 14,Core,,<11
31DEC2025,QLD,Mackay,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Mackay,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Mackay,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Mackay,Stroke,35 to 44,ALL,,<11
31DEC2025,QLD,Mackay,Stroke,35 to 44,CapacityBuilding,,<11
31DEC2025,QLD,Mackay,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Mackay,Stroke,35 to 44,Core,,<11
31DEC2025,QLD,Mackay,Stroke,45 to 54,ALL,,<11
31DEC2025,QLD,Mackay,Stroke,45 to 54,CapacityBuilding,,<11
31DEC2025,QLD,Mackay,Stroke,45 to 54,Capital,,<11
31DEC2025,QLD,Mackay,Stroke,45 to 54,Core,,<11
31DEC2025,QLD,Mackay,Stroke,55 to 64,ALL,"288,000.00",41
31DEC2025,QLD,Mackay,Stroke,55 to 64,Capital,"32,000.00",28
31DEC2025,QLD,Mackay,Stroke,55 to 64,CapacityBuilding,"25,000.00",41
31DEC2025,QLD,Mackay,Stroke,55 to 64,Core,"241,000.00",41
31DEC2025,QLD,Mackay,Stroke,65+,ALL,"222,000.00",28
31DEC2025,QLD,Mackay,Stroke,65+,Capital,"20,000.00",21
31DEC2025,QLD,Mackay,Stroke,65+,CapacityBuilding,"20,000.00",28
31DEC2025,QLD,Mackay,Stroke,65+,Core,"187,000.00",28
31DEC2025,QLD,Maroochydore,Stroke,15 to 18,ALL,,<11
31DEC2025,QLD,Maroochydore,Stroke,15 to 18,CapacityBuilding,,<11
31DEC2025,QLD,Maroochydore,Stroke,15 to 18,Capital,,<11
31DEC2025,QLD,Maroochydore,Stroke,15 to 18,Core,,<11
31DEC2025,QLD,Maroochydore,Stroke,19 to 24,ALL,,<11
31DEC2025,QLD,Maroochydore,Stroke,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Maroochydore,Stroke,19 to 24,Capital,,<11
31DEC2025,QLD,Maroochydore,Stroke,19 to 24,Core,,<11
31DEC2025,QLD,Maroochydore,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Maroochydore,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Maroochydore,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Maroochydore,Stroke,35 to 44,ALL,"258,000.00",14
31DEC2025,QLD,Maroochydore,Stroke,35 to 44,CapacityBuilding,"22,000.00",<22
31DEC2025,QLD,Maroochydore,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Maroochydore,Stroke,35 to 44,Core,"216,000.00",14
31DEC2025,QLD,Maroochydore,Stroke,45 to 54,ALL,"181,000.00",31
31DEC2025,QLD,Maroochydore,Stroke,45 to 54,Capital,"21,000.00",15
31DEC2025,QLD,Maroochydore,Stroke,45 to 54,CapacityBuilding,"26,000.00",31
31DEC2025,QLD,Maroochydore,Stroke,45 to 54,Core,"146,000.00",31
31DEC2025,QLD,Maroochydore,Stroke,55 to 64,ALL,"229,000.00",78
31DEC2025,QLD,Maroochydore,Stroke,55 to 64,Capital,"29,000.00",50
31DEC2025,QLD,Maroochydore,Stroke,55 to 64,CapacityBuilding,"24,000.00",78
31DEC2025,QLD,Maroochydore,Stroke,55 to 64,Core,"186,000.00",78
31DEC2025,QLD,Maroochydore,Stroke,65+,ALL,"225,000.00",75
31DEC2025,QLD,Maroochydore,Stroke,65+,Capital,"25,000.00",48
31DEC2025,QLD,Maroochydore,Stroke,65+,CapacityBuilding,"20,000.00",75
31DEC2025,QLD,Maroochydore,Stroke,65+,Core,"188,000.00",75
31DEC2025,QLD,Maroochydore,Stroke,9 to 14,ALL,,<11
31DEC2025,QLD,Maroochydore,Stroke,9 to 14,CapacityBuilding,,<11
31DEC2025,QLD,Maroochydore,Stroke,9 to 14,Core,,<11
31DEC2025,QLD,Maryborough,Stroke,19 to 24,ALL,,<11
31DEC2025,QLD,Maryborough,Stroke,19 to 24,CapacityBuilding,,<11
31DEC2025,QLD,Maryborough,Stroke,19 to 24,Capital,,<11
31DEC2025,QLD,Maryborough,Stroke,19 to 24,Core,,<11
31DEC2025,QLD,Maryborough,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Maryborough,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Maryborough,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Maryborough,Stroke,35 to 44,ALL,,<11
31DEC2025,QLD,Maryborough,Stroke,35 to 44,CapacityBuilding,,<11
31DEC2025,QLD,Maryborough,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Maryborough,Stroke,35 to 44,Core,,<11
31DEC2025,QLD,Maryborough,Stroke,45 to 54,ALL,"125,000.00",15
31DEC2025,QLD,Maryborough,Stroke,45 to 54,CapacityBuilding,"25,000.00",<21
31DEC2025,QLD,Maryborough,Stroke,45 to 54,Capital,,<11
31DEC2025,QLD,Maryborough,Stroke,45 to 54,Core,"89,000.00",15
31DEC2025,QLD,Maryborough,Stroke,55 to 64,ALL,"198,000.00",45
31DEC2025,QLD,Maryborough,Stroke,55 to 64,Capital,"22,000.00",32
31DEC2025,QLD,Maryborough,Stroke,55 to 64,CapacityBuilding,"20,000.00",45
31DEC2025,QLD,Maryborough,Stroke,55 to 64,Core,"163,000.00",45
31DEC2025,QLD,Maryborough,Stroke,65+,ALL,"222,000.00",37
31DEC2025,QLD,Maryborough,Stroke,65+,Capital,"25,000.00",30
31DEC2025,QLD,Maryborough,Stroke,65+,Core,"190,000.00",35
31DEC2025,QLD,Maryborough,Stroke,65+,CapacityBuilding,"22,000.00",37
31DEC2025,QLD,Robina,Stroke,0 to 8,ALL,,<11
31DEC2025,QLD,Robina,Stroke,0 to 8,CapacityBuilding,,<11
31DEC2025,QLD,Robina,Stroke,0 to 8,Capital,,<11
31DEC2025,QLD,Robina,Stroke,0 to 8,Core,,<11
31DEC2025,QLD,Robina,Stroke,25 to 34,ALL,,<11
31DEC2025,QLD,Robina,Stroke,25 to 34,CapacityBuilding,,<11
31DEC2025,QLD,Robina,Stroke,25 to 34,Capital,,<11
31DEC2025,QLD,Robina,Stroke,25 to 34,Core,,<11
31DEC2025,QLD,Robina,Stroke,35 to 44,ALL,,<11
31DEC2025,QLD,Robina,Stroke,35 to 44,CapacityBuilding,,<11
31DEC2025,QLD,Robina,Stroke,35 to 44,Capital,,<11
31DEC2025,QLD,Robina,Stroke,35 to 44,Core,,<11
31DEC2025,QLD,Robina,Stroke,45 to 54,ALL,"196,000.00",40
31DEC2025,QLD,Robina,Stroke,45 to 54,Capital,"21,000.00",29
