RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SILorSDA,suppclass,Utlstn
31DEC2025,SA,Southern Adelaide,Other Neurological,65+,Yes,ALL,89%
31DEC2025,SA,Southern Adelaide,Other Neurological,65+,Yes,Capacity Building,61%
31DEC2025,SA,Southern Adelaide,Other Neurological,65+,Yes,Capital,63%
31DEC2025,SA,Southern Adelaide,Other Neurological,65+,Yes,Core,92%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,ALL,ALL,67%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,ALL,Capacity Building,69%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,ALL,Capital,68%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,ALL,Core,67%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,No,ALL,63%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,No,Capacity Building,68%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,No,Capital,62%
31DEC2025,SA,Southern Adelaide,Other Physical,65+,No,Core,63%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,ALL,ALL,82%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,ALL,Capacity Building,71%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,ALL,Capital,89%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,ALL,Core,84%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,No,ALL,79%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,No,Capacity Building,72%
31DEC2025,SA,Southern Adelaide,Psychosocial disability,65+,No,Core,80%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,ALL,ALL,53%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,ALL,Capacity Building,46%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,ALL,Capital,99%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,ALL,Core,51%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,No,ALL,39%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,No,Capacity Building,38%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,No,Capital,100%
31DEC2025,SA,Southern Adelaide,Spinal Cord Injury,65+,No,Core,35%
31DEC2025,SA,Southern Adelaide,Stroke,65+,ALL,ALL,77%
31DEC2025,SA,Southern Adelaide,Stroke,65+,ALL,Capacity Building,64%
31DEC2025,SA,Southern Adelaide,Stroke,65+,ALL,Capital,78%
31DEC2025,SA,Southern Adelaide,Stroke,65+,ALL,Core,78%
31DEC2025,SA,Southern Adelaide,Stroke,65+,No,ALL,65%
31DEC2025,SA,Southern Adelaide,Stroke,65+,No,Capacity Building,58%
31DEC2025,SA,Southern Adelaide,Stroke,65+,No,Capital,92%
31DEC2025,SA,Southern Adelaide,Stroke,65+,No,Core,66%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,ALL,ALL,63%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,ALL,Capacity Building,51%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,ALL,Capital,31%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,ALL,Core,67%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,No,ALL,57%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,No,Capacity Building,50%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,No,Capital,18%
31DEC2025,SA,Southern Adelaide,Visual Impairment,65+,No,Core,61%
31DEC2025,SA,Southern Adelaide,ALL,9 to 14,ALL,ALL,67%
31DEC2025,SA,Southern Adelaide,ALL,9 to 14,ALL,Capacity Building,66%
31DEC2025,SA,Southern Adelaide,ALL,9 to 14,ALL,Capital,47%
