RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SILorSDA,suppclass,Utlstn
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,ALL,ALL,77%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,ALL,Capacity Building,58%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,ALL,Capital,100%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,ALL,Core,79%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,No,ALL,77%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,No,Capacity Building,58%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,No,Capital,100%
31DEC2025,ALL,Maroochydore,Other Neurological,15 to 18,No,Core,79%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,ALL,ALL,49%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,ALL,Capacity Building,61%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,ALL,Core,96%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,No,ALL,49%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,No,Capacity Building,61%
31DEC2025,ALL,Maroochydore,Other Physical,15 to 18,No,Core,96%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,ALL,ALL,78%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,ALL,Capacity Building,60%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,ALL,Core,81%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,No,ALL,76%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,No,Capacity Building,55%
31DEC2025,ALL,Maroochydore,ABI,19 to 24,No,Core,80%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,ALL,ALL,74%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,ALL,Capacity Building,53%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,ALL,Capital,62%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,ALL,Core,79%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,No,ALL,69%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,No,Capacity Building,51%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,No,Capital,54%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,No,Core,76%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,Yes,ALL,87%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,Yes,Capacity Building,74%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,Yes,Capital,74%
31DEC2025,ALL,Maroochydore,ALL,19 to 24,Yes,Core,88%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,ALL,ALL,67%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,ALL,Capacity Building,48%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,ALL,Capital,57%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,ALL,Core,74%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,No,ALL,61%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,No,Capacity Building,46%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,No,Capital,13%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,No,Core,68%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,Yes,ALL,86%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,Yes,Capacity Building,72%
31DEC2025,ALL,Maroochydore,Autism,19 to 24,Yes,Core,88%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,ALL,ALL,77%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,ALL,Capacity Building,68%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,ALL,Capital,54%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,ALL,Core,79%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,No,ALL,78%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,No,Capacity Building,63%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,No,Capital,50%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,19 to 24,No,Core,83%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,ALL,ALL,90%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,ALL,Capacity Building,74%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,ALL,Core,93%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,No,ALL,86%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,No,Capacity Building,78%
31DEC2025,ALL,Maroochydore,Down Syndrome,19 to 24,No,Core,89%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,ALL,ALL,44%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,ALL,Capacity Building,24%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,ALL,Core,68%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,No,ALL,44%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,No,Capacity Building,24%
31DEC2025,ALL,Maroochydore,Hearing Impairment,19 to 24,No,Core,68%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,ALL,ALL,83%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,ALL,Capacity Building,62%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,ALL,Capital,80%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,ALL,Core,87%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,No,ALL,81%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,No,Capacity Building,61%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,No,Capital,67%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,No,Core,86%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,Yes,ALL,89%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,Yes,Capacity Building,80%
31DEC2025,ALL,Maroochydore,Intellectual Disability,19 to 24,Yes,Core,90%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,ALL,ALL,75%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,ALL,Capacity Building,52%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,ALL,Capital,100%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,ALL,Core,76%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,No,ALL,67%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,No,Capacity Building,48%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,No,Capital,84%
31DEC2025,ALL,Maroochydore,Other Neurological,19 to 24,No,Core,68%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,ALL,ALL,81%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,ALL,Capacity Building,55%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,ALL,Capital,23%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,ALL,Core,98%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,No,ALL,81%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,No,Capacity Building,53%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,No,Capital,16%
31DEC2025,ALL,Maroochydore,Other Physical,19 to 24,No,Core,100%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,ALL,ALL,72%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,ALL,Capacity Building,52%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,ALL,Core,77%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,No,ALL,71%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,No,Capacity Building,50%
31DEC2025,ALL,Maroochydore,Psychosocial disability,19 to 24,No,Core,76%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,ALL,ALL,68%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,ALL,Capacity Building,43%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,ALL,Core,77%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,No,ALL,68%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,No,Capacity Building,43%
31DEC2025,ALL,Maroochydore,Visual Impairment,19 to 24,No,Core,77%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,ALL,ALL,89%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,ALL,Capacity Building,73%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,ALL,Capital,78%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,ALL,Core,92%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,No,ALL,90%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,No,Capacity Building,71%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,No,Capital,78%
31DEC2025,ALL,Maroochydore,ABI,25 to 34,No,Core,94%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,ALL,ALL,78%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,ALL,Capacity Building,64%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,ALL,Capital,66%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,ALL,Core,81%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,No,ALL,75%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,No,Capacity Building,62%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,No,Capital,59%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,No,Core,78%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,Yes,ALL,87%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,Yes,Capacity Building,74%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,Yes,Capital,88%
31DEC2025,ALL,Maroochydore,ALL,25 to 34,Yes,Core,88%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,ALL,ALL,79%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,ALL,Capacity Building,60%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,ALL,Capital,100%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,ALL,Core,83%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,No,ALL,75%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,No,Capacity Building,58%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,No,Capital,100%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,No,Core,79%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,Yes,ALL,90%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,Yes,Capacity Building,75%
31DEC2025,ALL,Maroochydore,Autism,25 to 34,Yes,Core,91%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,ALL,ALL,82%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,ALL,Capacity Building,71%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,ALL,Capital,60%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,ALL,Core,85%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,No,ALL,82%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,No,Capacity Building,73%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,No,Capital,71%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,25 to 34,No,Core,84%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,ALL,ALL,82%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,ALL,Capacity Building,63%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,ALL,Capital,46%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,ALL,Core,84%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,No,ALL,78%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,No,Capacity Building,63%
31DEC2025,ALL,Maroochydore,Down Syndrome,25 to 34,No,Core,80%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,ALL,ALL,40%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,ALL,Capacity Building,37%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,ALL,Core,46%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,No,ALL,40%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,No,Capacity Building,37%
31DEC2025,ALL,Maroochydore,Hearing Impairment,25 to 34,No,Core,46%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,ALL,ALL,85%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,ALL,Capacity Building,70%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,ALL,Capital,78%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,ALL,Core,87%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,No,ALL,82%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,No,Capacity Building,67%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,No,Capital,68%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,No,Core,84%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,Yes,ALL,91%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,Yes,Capacity Building,79%
31DEC2025,ALL,Maroochydore,Intellectual Disability,25 to 34,Yes,Core,92%
31DEC2025,ALL,Maroochydore,Other,25 to 34,ALL,ALL,28%
31DEC2025,ALL,Maroochydore,Other,25 to 34,ALL,Capacity Building,46%
31DEC2025,ALL,Maroochydore,Other,25 to 34,ALL,Core,26%
31DEC2025,ALL,Maroochydore,Other,25 to 34,No,ALL,24%
31DEC2025,ALL,Maroochydore,Other,25 to 34,No,Capacity Building,41%
31DEC2025,ALL,Maroochydore,Other,25 to 34,No,Core,22%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,ALL,ALL,75%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,ALL,Capacity Building,63%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,ALL,Capital,48%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,ALL,Core,79%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,No,ALL,72%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,No,Capacity Building,69%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,No,Capital,30%
31DEC2025,ALL,Maroochydore,Other Neurological,25 to 34,No,Core,75%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,ALL,ALL,66%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,ALL,Capacity Building,58%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,ALL,Capital,32%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,ALL,Core,71%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,No,ALL,57%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,No,Capacity Building,51%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,No,Capital,18%
31DEC2025,ALL,Maroochydore,Other Physical,25 to 34,No,Core,64%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,ALL,ALL,70%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,ALL,Capacity Building,64%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,ALL,Core,71%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,No,ALL,68%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,No,Capacity Building,62%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,No,Core,70%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,Yes,ALL,75%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,Yes,Capacity Building,76%
31DEC2025,ALL,Maroochydore,Psychosocial disability,25 to 34,Yes,Core,74%
31DEC2025,ALL,Maroochydore,Visual Impairment,25 to 34,ALL,ALL,71%
31DEC2025,ALL,Maroochydore,Visual Impairment,25 to 34,ALL,Core,76%
31DEC2025,ALL,Maroochydore,Visual Impairment,25 to 34,No,ALL,71%
31DEC2025,ALL,Maroochydore,Visual Impairment,25 to 34,No,Core,76%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,ALL,ALL,77%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,ALL,Capacity Building,66%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,ALL,Capital,67%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,ALL,Core,78%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,No,ALL,64%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,No,Capacity Building,58%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,No,Capital,54%
31DEC2025,ALL,Maroochydore,ABI,35 to 44,No,Core,65%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,ALL,ALL,81%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,ALL,Capacity Building,67%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,ALL,Capital,87%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,ALL,Core,83%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,No,ALL,75%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,No,Capacity Building,65%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,No,Capital,82%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,No,Core,76%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,Yes,ALL,93%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,Yes,Capacity Building,76%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,Yes,Capital,97%
31DEC2025,ALL,Maroochydore,ALL,35 to 44,Yes,Core,94%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,ALL,ALL,85%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,ALL,Capacity Building,68%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,ALL,Capital,68%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,ALL,Core,89%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,No,ALL,79%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,No,Capacity Building,67%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,No,Core,83%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,Yes,ALL,99%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,Yes,Capacity Building,74%
31DEC2025,ALL,Maroochydore,Autism,35 to 44,Yes,Core,100%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,ALL,ALL,88%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,ALL,Capacity Building,77%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,ALL,Capital,100%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,ALL,Core,86%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,No,ALL,82%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,No,Capacity Building,71%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,No,Capital,100%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,No,Core,81%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,Yes,ALL,97%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,Yes,Capacity Building,90%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,Yes,Capital,100%
31DEC2025,ALL,Maroochydore,Cerebral Palsy,35 to 44,Yes,Core,95%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,ALL,ALL,84%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,ALL,Capacity Building,70%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,ALL,Core,86%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,No,ALL,79%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,No,Capacity Building,72%
31DEC2025,ALL,Maroochydore,Down Syndrome,35 to 44,No,Core,80%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,ALL,ALL,45%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,ALL,Capacity Building,54%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,ALL,Capital,18%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,ALL,Core,47%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,No,ALL,45%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,No,Capacity Building,54%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,No,Capital,18%
31DEC2025,ALL,Maroochydore,Hearing Impairment,35 to 44,No,Core,47%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,ALL,ALL,83%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,ALL,Capacity Building,68%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,ALL,Capital,100%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,ALL,Core,84%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,No,ALL,77%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,No,Capacity Building,68%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,No,Capital,100%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,No,Core,77%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,Yes,ALL,90%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,Yes,Capacity Building,70%
31DEC2025,ALL,Maroochydore,Intellectual Disability,35 to 44,Yes,Core,92%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,ALL,ALL,72%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,ALL,Capacity Building,63%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,ALL,Capital,77%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,ALL,Core,74%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,No,ALL,64%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,No,Capacity Building,61%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,No,Capital,55%
31DEC2025,ALL,Maroochydore,Multiple Sclerosis,35 to 44,No,Core,65%
31DEC2025,ALL,Maroochydore,Other,35 to 44,ALL,ALL,67%
31DEC2025,ALL,Maroochydore,Other,35 to 44,ALL,Capacity Building,53%
31DEC2025,ALL,Maroochydore,Other,35 to 44,ALL,Capital,41%
31DEC2025,ALL,Maroochydore,Other,35 to 44,ALL,Core,73%
31DEC2025,ALL,Maroochydore,Other,35 to 44,No,ALL,59%
31DEC2025,ALL,Maroochydore,Other,35 to 44,No,Capacity Building,48%
31DEC2025,ALL,Maroochydore,Other,35 to 44,No,Capital,23%
31DEC2025,ALL,Maroochydore,Other,35 to 44,No,Core,65%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,ALL,ALL,78%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,ALL,Capacity Building,65%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,ALL,Capital,76%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,ALL,Core,80%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,No,ALL,75%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,No,Capacity Building,61%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,No,Capital,75%
31DEC2025,ALL,Maroochydore,Other Neurological,35 to 44,No,Core,77%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,ALL,ALL,74%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,ALL,Capacity Building,76%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,ALL,Capital,43%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,ALL,Core,77%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,No,ALL,74%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,No,Capacity Building,76%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,No,Capital,43%
31DEC2025,ALL,Maroochydore,Other Physical,35 to 44,No,Core,77%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,ALL,ALL,75%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,ALL,Capacity Building,64%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,ALL,Core,77%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,No,ALL,70%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,No,Capacity Building,62%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,No,Core,72%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,Yes,ALL,91%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,Yes,Capacity Building,75%
31DEC2025,ALL,Maroochydore,Psychosocial disability,35 to 44,Yes,Core,92%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,ALL,ALL,76%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,ALL,Capacity Building,58%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,ALL,Capital,66%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,ALL,Core,80%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,No,ALL,73%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,No,Capacity Building,57%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,No,Capital,61%
31DEC2025,ALL,Maroochydore,Spinal Cord Injury,35 to 44,No,Core,77%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,ALL,ALL,89%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,ALL,Capacity Building,78%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,ALL,Core,89%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,No,ALL,91%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,No,Capacity Building,79%
31DEC2025,ALL,Maroochydore,Stroke,35 to 44,No,Core,91%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,ALL,ALL,84%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,ALL,Capacity Building,81%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,ALL,Core,87%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,No,ALL,76%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,No,Capacity Building,80%
31DEC2025,ALL,Maroochydore,Visual Impairment,35 to 44,No,Core,78%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,ALL,ALL,76%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,ALL,Capacity Building,66%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,ALL,Capital,37%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,ALL,Core,78%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,No,ALL,71%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,No,Capacity Building,65%
31DEC2025,ALL,Maroochydore,ABI,45 to 54,No,Capital,29%
