RprtDt,SuppClass,SuppCatNm,SuppItemNmbr,SuppItemDesc,RsdsInStateCd,RsdsInSrvcDstrctNm,NDISDsbltyGrpNm,NDIAAgeBnd,PmtAmt,CountOfParticipants
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Other Sensory/Speech,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Other Sensory/Speech,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Other Sensory/Speech,9 to 14,83000,18
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,19 to 24,229000,23
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,25 to 34,1838000,133
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,35 to 44,2696000,237
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,45 to 54,3389000,313
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,55 to 64,2384000,249
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,65+,1507000,162
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Psychosocial disability,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,35 to 44,161000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,45 to 54,121000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,55 to 64,227000,23
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Spinal Cord Injury,65+,251000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,35 to 44,147000,13
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,45 to 54,287000,22
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,55 to 64,997000,53
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Stroke,65+,797000,70
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,19 to 24,90000,12
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,25 to 34,48000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,35 to 44,107000,17
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,45 to 54,180000,30
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,55 to 64,183000,37
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,65+,172000,31
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,ACT,Visual Impairment,9 to 14,51000,12
31-Dec-25,Capacity Building,ALL,ALL,ALL,ACT,Other,Autism,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Autism,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Autism,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Autism,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Intellectual Disability,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Intellectual Disability,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Intellectual Disability,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Intellectual Disability,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,Missing,Other,Missing,0 to 8,825000,160
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,25 to 34,150000,13
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,35 to 44,325000,24
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,45 to 54,980000,70
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,55 to 64,1253000,91
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,65+,812000,52
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,ABI,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,0 to 8,14874000,1089
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,15 to 18,12152000,1156
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,19 to 24,10081000,809
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,25 to 34,4840000,430
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,35 to 44,2047000,172
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,45 to 54,750000,86
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,55 to 64,169000,16
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,65+,98000,11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Autism,9 to 14,25669000,2300
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,0 to 8,898000,46
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,15 to 18,388000,27
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,19 to 24,329000,22
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,25 to 34,788000,54
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,35 to 44,540000,40
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,45 to 54,476000,27
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,55 to 64,565000,31
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,65+,291000,11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Cerebral Palsy,9 to 14,669000,50
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Developmental delay,0 to 8,8542000,797
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Developmental delay,9 to 14,56000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,0 to 8,333000,21
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,15 to 18,252000,12
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,19 to 24,198000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,25 to 34,501000,36
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,35 to 44,354000,30
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,45 to 54,427000,28
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,55 to 64,114000,11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Down Syndrome,9 to 14,380000,24
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Global developmental delay,0 to 8,5005000,418
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Global developmental delay,9 to 14,106000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,0 to 8,801000,84
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,15 to 18,63000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,19 to 24,68000,21
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,25 to 34,85000,34
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,35 to 44,121000,21
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,45 to 54,60000,29
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,55 to 64,167000,57
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,65+,130000,42
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Hearing Impairment,9 to 14,219000,38
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,0 to 8,513000,43
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,15 to 18,2010000,129
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,19 to 24,3618000,199
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,25 to 34,3467000,268
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,35 to 44,2363000,170
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,45 to 54,1782000,119
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,55 to 64,1744000,134
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,65+,1096000,74
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Intellectual Disability,9 to 14,2108000,160
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Missing,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Missing,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,35 to 44,302000,26
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,45 to 54,444000,46
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,55 to 64,704000,59
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Multiple Sclerosis,65+,547000,53
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,0 to 8,584000,56
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,25 to 34,225000,11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,35 to 44,249000,18
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,45 to 54,249000,24
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,55 to 64,668000,53
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,65+,559000,35
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other,9 to 14,114000,25
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,15 to 18,241000,16
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,19 to 24,268000,17
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,25 to 34,364000,27
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,35 to 44,440000,30
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,45 to 54,1018000,64
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,55 to 64,2409000,174
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,65+,2298000,147
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Neurological,9 to 14,280000,17
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,25 to 34,192000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,35 to 44,263000,26
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,45 to 54,500000,47
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,55 to 64,685000,60
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,65+,711000,77
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Physical,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Sensory/Speech,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Sensory/Speech,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Sensory/Speech,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Other Sensory/Speech,9 to 14,68000,14
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,19 to 24,301000,16
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,25 to 34,2566000,116
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,35 to 44,1989000,165
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,45 to 54,3095000,267
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,55 to 64,3219000,266
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,65+,1617000,131
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Psychosocial disability,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,35 to 44,108000,12
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,45 to 54,181000,18
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,55 to 64,451000,38
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,65+,267000,20
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Spinal Cord Injury,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,35 to 44,147000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,45 to 54,506000,34
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,55 to 64,1239000,84
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Stroke,65+,896000,65
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,19 to 24,138000,17
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,25 to 34,81000,11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,35 to 44,222000,17
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,45 to 54,203000,31
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,55 to 64,150000,29
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,65+,179000,36
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Central Coast,Visual Impairment,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,ABI,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,0 to 8,765000,61
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,15 to 18,632000,73
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,19 to 24,454000,44
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,25 to 34,180000,20
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Autism,9 to 14,1162000,141
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Developmental delay,0 to 8,944000,91
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Developmental delay,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Down Syndrome,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Global developmental delay,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Global developmental delay,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Hearing Impairment,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,19 to 24,266000,26
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,25 to 34,531000,44
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,35 to 44,234000,21
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,45 to 54,192000,16
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,55 to 64,271000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Intellectual Disability,9 to 14,306000,24
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Missing,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Multiple Sclerosis,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Multiple Sclerosis,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Multiple Sclerosis,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Multiple Sclerosis,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Multiple Sclerosis,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,25 to 34,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,35 to 44,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,0 to 8,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,55 to 64,244000,15
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Neurological,65+,153000,12
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,45 to 54,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,55 to 64,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,65+,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Physical,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Other Sensory/Speech,9 to 14,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Psychosocial disability,19 to 24,n/a,<11
31-Dec-25,Capacity Building,ALL,ALL,ALL,NSW,Far West,Psychosocial disability,25 to 34,160000,17
